pilot_row_index	source_row_index	source_file_index	id	word	_5	context	w_word	wo_word	followup	human_negative_followups	human_negative_pilot_row_indices	human_negative_source_row_indices	human_negative_count	followup_token_length	followup_final_punctuation	build_seed	human_negative_target	row_limit	prompt_with	prompt_without	next_speaker	fold_id	gold_log_prob_with	gold_log_prob_without	gold_token_count_with	gold_token_count_without	gold_delta	margin_human_with	margin_human_without	effect_delta	human_negative_log_probs_with	human_negative_log_probs_without	ablation_condition	mask_percent
780	780	2123	7860	not		The company is selecting three employees to attend the marketing seminar next month. Did you put your name in for it?__eou__No, I don't really care too much for seminars ... I find them to be either boring ot useless. I mean, how much can you really learn in one afternoon?	It's not just about the things that you learn, you know ... seminars are a really great opportunity to mingle and network with professionals in our industry from all over the nation. You can learn a few things, but more importantly, you rub shoulders with the business leaders and make contacts that could lead to potential sales or partnerships in the future. The social mixers are always more important than the seminars anyway.	It's just about the things that you learn, you know ... seminars are a really great opportunity to mingle and network with professionals in our industry from all over the nation. You can learn a few things, but more importantly, you rub shoulders with the business leaders and make contacts that could lead to potential sales or partnerships in the future. The social mixers are always more important than the seminars anyway.	I'm still not too jazzed about going ... I feel kind of awkward in those cocktail party situations.	"[""That's a problem. He has sort of Dutch courage and that will egg him on in doing anything."",""Don't worry. You don't have to do anything.All you have to do is listen. You will enjoy it."",""It doesn't matter, Mr.Lin. I can understand. I know you are always very busy. Work must come first."",""I\u2019m sorry. Our company has just opened. There are always too many things to handle. You know that."",""Well, you have to wait in line like everyone else. Besides, you should let old people on first.""]"	[615,882,1137,8,286]	[615,882,1137,8,286]	5	18	.	13	5		"Speaker 1: The company is selecting three employees to attend the marketing seminar next month. Did you put your name in for it?
Speaker 2: No, I don't really care too much for seminars ... I find them to be either boring ot useless. I mean, how much can you really learn in one afternoon?
Speaker 1: It's not just about the things that you learn, you know ... seminars are a really great opportunity to mingle and network with professionals in our industry from all over the nation. You can learn a few things, but more importantly, you rub shoulders with the business leaders and make contacts that could lead to potential sales or partnerships in the future. The social mixers are always more important than the seminars anyway.
Speaker 2: "	"Speaker 1: The company is selecting three employees to attend the marketing seminar next month. Did you put your name in for it?
Speaker 2: No, I don't really care too much for seminars ... I find them to be either boring ot useless. I mean, how much can you really learn in one afternoon?
Speaker 1: It's just about the things that you learn, you know ... seminars are a really great opportunity to mingle and network with professionals in our industry from all over the nation. You can learn a few things, but more importantly, you rub shoulders with the business leaders and make contacts that could lead to potential sales or partnerships in the future. The social mixers are always more important than the seminars anyway.
Speaker 2: "	Speaker 2	0	-46.8924560546875	-47.806880950927734	21	21	0.9144248962402344	31.01681823730469	29.567127990722653	1.449690246582037	[-94.683837890625,-59.72494888305664,-86.95267105102539,-78.28646850585938,-69.89844512939453]	[-94.02264404296875,-59.67354965209961,-86.1220932006836,-77.93736267089844,-69.11439514160156]	none	0.0
781	781	2124	7863	not		Management is going through a big turnover these days. With Bill's retirement, and department realignment, we have lost about 1/3 of our managerial staff. They've been dropping like flies ...__eou__Isn't that a good thing? Having fewer bosses means having less stress, don't you think?__eou__Actually, I don't think so. Supervisors are really important to make sure everything goes smoothly in the workplace. They are necessary for divvying up work and disciplining employees. If there is no one to keep an eye on us, no one would get any work done. You know what they say, when the cat's away, the mice play.	You're right, we do need leadership. But what we don't need is too many people to lead us. You know what they say about too many chiefs and not enough Indians ...	You're right, we do need leadership. But what we don't need is too many people to lead us. You know what they say about too many chiefs and enough Indians ...	Alright ... I get your point.	"[""But that's what the ad said."",""Oh, sorry. I\u2019ll put it out."",""Oh, cheer up. He\u2019ll understand you."",""It's nice to hear that anyway."",""I love that kind of stuff.""]"	[42,1225,410,436,302]	[42,1225,410,436,302]	5	6	.	13	5		"Speaker 1: Management is going through a big turnover these days. With Bill's retirement, and department realignment, we have lost about 1/3 of our managerial staff. They've been dropping like flies ...
Speaker 2: Isn't that a good thing? Having fewer bosses means having less stress, don't you think?
Speaker 1: Actually, I don't think so. Supervisors are really important to make sure everything goes smoothly in the workplace. They are necessary for divvying up work and disciplining employees. If there is no one to keep an eye on us, no one would get any work done. You know what they say, when the cat's away, the mice play.
Speaker 2: You're right, we do need leadership. But what we don't need is too many people to lead us. You know what they say about too many chiefs and not enough Indians ...
Speaker 1: "	"Speaker 1: Management is going through a big turnover these days. With Bill's retirement, and department realignment, we have lost about 1/3 of our managerial staff. They've been dropping like flies ...
Speaker 2: Isn't that a good thing? Having fewer bosses means having less stress, don't you think?
Speaker 1: Actually, I don't think so. Supervisors are really important to make sure everything goes smoothly in the workplace. They are necessary for divvying up work and disciplining employees. If there is no one to keep an eye on us, no one would get any work done. You know what they say, when the cat's away, the mice play.
Speaker 2: You're right, we do need leadership. But what we don't need is too many people to lead us. You know what they say about too many chiefs and enough Indians ...
Speaker 1: "	Speaker 1	1	-16.061065673828125	-16.1798095703125	7	7	0.118743896484375	14.513549041748046	14.310036849975585	0.20351219177246094	[-22.77197265625,-39.55517578125,-45.417144775390625,-25.564697265625,-19.564083099365234]	[-22.75,-39.247314453125,-45.27983856201172,-25.2529296875,-19.91914939880371]	none	0.0
782	782	2125	7864	not		At their last meeting, the stockholders voted unanimously to block the merger of our company with Blycore. All the executive committee was in favor of the merger ... I don't understand how the stockholders could have so much power to throw a wrench in the plans ...__eou__If they all unite on a certain issue, it's the stockholders who have the final say. You'd think it might be our CEO or the workers, but in fact, the stockholders control the money so they have the most power.__eou__Is it really that simple? It doesn't seem very efficient to run things that way ...	It might not be the most efficient, but if you think about it, it makes pretty good sense. The stockholders are our investors. They own the capital in our company, so they should have say about what is done with the company.	It might be the most efficient, but if you think about it, it makes pretty good sense. The stockholders are our investors. They own the capital in our company, so they should have say about what is done with the company.	I guess I'd buy that ...	"[""If have time, I'll come again."",""Oh, you've already grown up, son."",""Oh, cheer up. He\u2019ll understand you."",""Yes, I know, but she's dangerous."",""Chicken! You're afraid I'll beat you.""]"	[531,791,613,488,472]	[531,791,613,488,472]	5	6	.	13	5		"Speaker 1: At their last meeting, the stockholders voted unanimously to block the merger of our company with Blycore. All the executive committee was in favor of the merger ... I don't understand how the stockholders could have so much power to throw a wrench in the plans ...
Speaker 2: If they all unite on a certain issue, it's the stockholders who have the final say. You'd think it might be our CEO or the workers, but in fact, the stockholders control the money so they have the most power.
Speaker 1: Is it really that simple? It doesn't seem very efficient to run things that way ...
Speaker 2: It might not be the most efficient, but if you think about it, it makes pretty good sense. The stockholders are our investors. They own the capital in our company, so they should have say about what is done with the company.
Speaker 1: "	"Speaker 1: At their last meeting, the stockholders voted unanimously to block the merger of our company with Blycore. All the executive committee was in favor of the merger ... I don't understand how the stockholders could have so much power to throw a wrench in the plans ...
Speaker 2: If they all unite on a certain issue, it's the stockholders who have the final say. You'd think it might be our CEO or the workers, but in fact, the stockholders control the money so they have the most power.
Speaker 1: Is it really that simple? It doesn't seem very efficient to run things that way ...
Speaker 2: It might be the most efficient, but if you think about it, it makes pretty good sense. The stockholders are our investors. They own the capital in our company, so they should have say about what is done with the company.
Speaker 1: "	Speaker 1	3	-17.50048828125	-17.785888671875	7	7	0.285400390625	24.585076904296876	24.191717529296874	0.39335937500000284	[-40.1455078125,-40.7119140625,-49.355133056640625,-36.61090087890625,-43.6043701171875]	[-39.9619140625,-40.42578125,-49.390655517578125,-36.2420654296875,-43.86761474609375]	none	0.0
783	783	2126	7865	not		Where's Bill? The ambassador is already here. The meeting is set to start at 9 am.	He's late again. Traffic is probably holding him up. You know, he commutes from the suburbs. It's not easy commuting every day. We should cut him some slack.	He's late again. Traffic is probably holding him up. You know, he commutes from the suburbs. It's easy commuting every day. We should cut him some slack.	Even though the traffic is bumper-to-bumper out there, I don't think it's heavy traffic that makes Bill late. He takes the train, remember?	"[""I don't think we need too much in the way of soft drinks, Two super bottles of Cola should cover everyone. What about wine?"",""No. I\u2019m a little worried about security. You never know who\u2019s trying to find out your codes and passwords. Aren\u2019t you worry about that?"",""I got it, but nevertheless. what I was saying just now was that how to terminate the contract before its term's up?"",""What? We are merging with Trusten? I never thought that would happen.Will we be getting new owners? Will it affect our jobs?"",""Yes, it does seem a little silly to cash it now. I'll probably need about 25,000 RIB. Will that be a problem?""]"	[609,942,1100,835,1247]	[609,942,1100,835,1247]	5	23	?	13	5		"Speaker 1: Where's Bill? The ambassador is already here. The meeting is set to start at 9 am.
Speaker 2: He's late again. Traffic is probably holding him up. You know, he commutes from the suburbs. It's not easy commuting every day. We should cut him some slack.
Speaker 1: "	"Speaker 1: Where's Bill? The ambassador is already here. The meeting is set to start at 9 am.
Speaker 2: He's late again. Traffic is probably holding him up. You know, he commutes from the suburbs. It's easy commuting every day. We should cut him some slack.
Speaker 1: "	Speaker 1	2	-76.79695415496826	-76.3482723236084	32	32	-0.4486818313598633	26.203301811218267	26.52178802490235	-0.31848621368408203	[-99.91976928710938,-103.31493949890137,-105.0009765625,-102.1461181640625,-104.61947631835938]	[-100.39788436889648,-103.37491798400879,-104.880859375,-102.85595703125,-102.84068298339844]	none	0.0
784	784	2127	7871	not		Is that girl your girlfriend?	No, it's not.	No, it's.	She doesn't look like our classmate.	"[""I have just changed my plan."",""Alright ... I get your point."",""I love that kind of stuff."",""Now we're getting to the truth."",""It\u2019s me, mum, I am sorry.""]"	[107,781,302,804,646]	[107,781,302,804,646]	5	6	.	13	5		"Speaker 1: Is that girl your girlfriend?
Speaker 2: No, it's not.
Speaker 1: "	"Speaker 1: Is that girl your girlfriend?
Speaker 2: No, it's.
Speaker 1: "	Speaker 1	2	-22.25305938720703	-23.100364685058594	9	9	0.8473052978515625	7.060794067382812	5.8177536010742195	1.2430404663085923	[-27.74365234375,-31.08935546875,-20.97624969482422,-23.204345703125,-43.5556640625]	[-27.96484375,-32.33544921875,-20.375015258789062,-23.305908203125,-40.609375]	none	0.0
785	785	2128	7873	not		How are you getting along with your wife now?	What can you expect? Not that good.	What can you expect? That good.	What are you going to do then?	"[""You don\u2019t like this sort of exercise?"",""Can I have a look as well?"",""Did he want to know the reasons?"",""Is there anything else wrong with it?"",""Oh, that's too bad. Was it stolen?""]"	[656,502,1068,35,564]	[656,502,1068,35,564]	5	7	?	13	5		"Speaker 1: How are you getting along with your wife now?
Speaker 2: What can you expect? Not that good.
Speaker 1: "	"Speaker 1: How are you getting along with your wife now?
Speaker 2: What can you expect? That good.
Speaker 1: "	Speaker 1	2	-13.876518249511719	-14.346565246582031	8	8	0.4700469970703125	13.152528381347658	12.568603515625	0.5839248657226577	[-29.259063720703125,-24.3662109375,-29.85791015625,-21.8671875,-29.79486083984375]	[-29.183387756347656,-23.66650390625,-29.0146484375,-21.4306640625,-31.2806396484375]	none	0.0
786	786	2135	7891	not		Lili, let’s take a vacation!__eou__George, how can we? Vacations cost money. And this month we don’t have much money left after paying the rent.	Well, Lili, we can visit different places in the state in our van 10. We are not going to take a plane or stay at a hotel this time. Trust me, it won’t cost much.	Well, Lili, we can visit different places in the state in our van 10. We are going to take a plane or stay at a hotel this time. Trust me, it won’t cost much.	Where will we sleep, then?	"[""I\u2019m Jack. What\u2019s your name?"",""Any marks on his face?"",""When did the trouble start?"",""How do you know that?"",""Why are you feeling depressed?""]"	[840,205,1044,930,624]	[840,205,1044,930,624]	5	5	?	13	5		"Speaker 1: Lili, let’s take a vacation!
Speaker 2: George, how can we? Vacations cost money. And this month we don’t have much money left after paying the rent.
Speaker 1: Well, Lili, we can visit different places in the state in our van 10. We are not going to take a plane or stay at a hotel this time. Trust me, it won’t cost much.
Speaker 2: "	"Speaker 1: Lili, let’s take a vacation!
Speaker 2: George, how can we? Vacations cost money. And this month we don’t have much money left after paying the rent.
Speaker 1: Well, Lili, we can visit different places in the state in our van 10. We are going to take a plane or stay at a hotel this time. Trust me, it won’t cost much.
Speaker 2: "	Speaker 2	1	-15.64208984375	-17.757080078125	7	7	2.114990234375	8.416741943359376	6.006536865234374	2.410205078125003	[-27.385589599609375,-31.8818359375,-25.013671875,-10.0352783203125,-25.977783203125]	[-26.684295654296875,-32.0517578125,-24.46044921875,-9.746337890625,-25.875244140625]	none	0.0
787	787	2147	7915	not		Hey, Frank. I heard you got a new job.	Yeah, Judy. I will be working for the Post Office. It’s not a bad job.	Yeah, Judy. I will be working for the Post Office. It’s a bad job.	Is it true that you have a heavy work schedule?	"[""Oh, that's too bad. Where can you park around here?"",""Not a great week for the world! Any good news?"",""What a pity. Do you have reproductions of this paint?"",""would you rather have her or your old boss back?"",""What in your opinion can be done to stop smoking?""]"	[36,225,980,1235,538]	[36,225,980,1235,538]	5	10	?	13	5		"Speaker 1: Hey, Frank. I heard you got a new job.
Speaker 2: Yeah, Judy. I will be working for the Post Office. It’s not a bad job.
Speaker 1: "	"Speaker 1: Hey, Frank. I heard you got a new job.
Speaker 2: Yeah, Judy. I will be working for the Post Office. It’s a bad job.
Speaker 1: "	Speaker 1	0	-27.7109375	-27.91259765625	11	11	0.20166015625	19.55194091796875	17.72704086303711	1.8249000549316392	[-42.98492431640625,-53.58447265625,-54.67333984375,-47.02783203125,-38.0438232421875]	[-40.2092399597168,-51.076416015625,-52.64422607421875,-46.9462890625,-37.322021484375]	none	0.0
788	788	2149	7925	not		I wonder if we can change to Channel 26.__eou__Why? I'd like to see what's on that channel.	A lecture on how to make stir-fried ginger beef, not the boxing you like.	A lecture on how to make stir-fried ginger beef, the boxing you like.	I prefer boxing to beef.	"[""Really? He looks so young."",""I\u2019ll be glad to help."",""You really have keen eyes."",""Yes, and he also ..."",""She is a clever mother.""]"	[843,654,572,140,376]	[843,654,572,140,376]	5	5	.	13	5		"Speaker 1: I wonder if we can change to Channel 26.
Speaker 2: Why? I'd like to see what's on that channel.
Speaker 1: A lecture on how to make stir-fried ginger beef, not the boxing you like.
Speaker 2: "	"Speaker 1: I wonder if we can change to Channel 26.
Speaker 2: Why? I'd like to see what's on that channel.
Speaker 1: A lecture on how to make stir-fried ginger beef, the boxing you like.
Speaker 2: "	Speaker 2	0	-17.83203125	-18.2177734375	6	6	0.3857421875	7.982739257812501	6.931079101562499	1.0516601562500014	[-22.6337890625,-23.75,-25.0576171875,-29.5758056640625,-28.056640625]	[-22.5281982421875,-23.735595703125,-23.6025390625,-28.328125,-27.5498046875]	none	0.0
789	789	2154	7940	not		It will do you good to go out for entertainment at weekends.What kind of movie do you like best?	It's hard to say, I like interesting and significant ones. I don't care whether they're blockbusters or not.	It's hard to say, I like interesting and significant ones. I don't care whether they're blockbusters or.	Shall we go downtown for a movie this Friday evening?	"[""What's the difference between an outlet and a regular store?"",""Yes, I know. Kind of hard to concentrate, isn't it?"",""Sounds great! How many kinds of folk collections they have?"",""Other than the marathon, what else is on the list?"",""Is it true that you have a heavy work schedule?""]"	[90,507,968,1191,787]	[90,507,968,1191,787]	5	10	?	13	5		"Speaker 1: It will do you good to go out for entertainment at weekends.What kind of movie do you like best?
Speaker 2: It's hard to say, I like interesting and significant ones. I don't care whether they're blockbusters or not.
Speaker 1: "	"Speaker 1: It will do you good to go out for entertainment at weekends.What kind of movie do you like best?
Speaker 2: It's hard to say, I like interesting and significant ones. I don't care whether they're blockbusters or.
Speaker 1: "	Speaker 1	0	-30.0491943359375	-29.548828125	11	11	-0.5003662109375	11.225788879394528	11.157308959960936	0.06847991943359233	[-37.42474365234375,-41.745826721191406,-55.8909912109375,-43.5654296875,-27.7479248046875]	[-36.8614501953125,-39.68742370605469,-56.10791015625,-42.58349609375,-28.2904052734375]	none	0.0
790	790	2157	7954	not		Are you getting overtime?	Yes, but it's not so appetizing.	Yes, but it's so appetizing.	Have you thought about another job?	"[""What did the woman ask you?"",""Will you go with me, too?"",""What about going to a movie?"",""Sorry to hear that. What happened?"",""How do I take the pills?""]"	[1152,994,757,851,1027]	[1152,994,757,851,1027]	5	6	?	13	5		"Speaker 1: Are you getting overtime?
Speaker 2: Yes, but it's not so appetizing.
Speaker 1: "	"Speaker 1: Are you getting overtime?
Speaker 2: Yes, but it's so appetizing.
Speaker 1: "	Speaker 1	1	-19.3170166015625	-19.5645751953125	7	7	0.24755859375	5.782116699218751	5.343945312500001	0.43817138671875	[-27.35546875,-27.75146484375,-23.201171875,-18.77349853515625,-28.4140625]	[-26.75,-26.031005859375,-22.80322265625,-22.1400146484375,-26.818359375]	none	0.0
791	791	2160	7980	not		Daddy, I want to buy a ten-speed-sportsman.__eou__How much is it? Is three hundred dollars enough?	No, I'm not asking for money. I'm asking for your advice.	No, I'm asking for money. I'm asking for your advice.	Oh, you've already grown up, son.	"[""Yes, I know, but she's dangerous."",""In my opinion, you\u2019ll make it."",""What happened? You look so pale."",""You mean that you can them."",""Thank you for telling me that.""]"	[488,351,344,703,1209]	[488,351,344,703,1209]	5	6	.	13	5		"Speaker 1: Daddy, I want to buy a ten-speed-sportsman.
Speaker 2: How much is it? Is three hundred dollars enough?
Speaker 1: No, I'm not asking for money. I'm asking for your advice.
Speaker 2: "	"Speaker 1: Daddy, I want to buy a ten-speed-sportsman.
Speaker 2: How much is it? Is three hundred dollars enough?
Speaker 1: No, I'm asking for money. I'm asking for your advice.
Speaker 2: "	Speaker 2	4	-28.133056640625	-28.728515625	10	10	0.595458984375	-0.6832153320312493	-1.5329650878906236	0.8497497558593743	[-31.2568359375,-32.862060546875,-25.203125,-32.79443359375,-15.13275146484375]	[-30.1357421875,-31.9051513671875,-25.7109375,-32.8984375,-15.327484130859375]	none	0.0
792	792	2162	7982	not		I want to go to china for sight-seeing.What do you think of it, Mum?	Why not? China is a wonderful country.	Why? China is a wonderful country.	Will you go with me, too?	"[""Do you know why that is?"",""Is rice your staple food, too?"",""What time will he be back?"",""Ma'am, take your kid to school?"",""Well ... How about Friday then?""]"	[775,737,88,181,567]	[775,737,88,181,567]	5	6	?	13	5		"Speaker 1: I want to go to china for sight-seeing.What do you think of it, Mum?
Speaker 2: Why not? China is a wonderful country.
Speaker 1: "	"Speaker 1: I want to go to china for sight-seeing.What do you think of it, Mum?
Speaker 2: Why? China is a wonderful country.
Speaker 1: "	Speaker 1	2	-17.16998291015625	-18.167144775390625	8	8	0.997161865234375	11.868078613281249	10.827478027343751	1.0406005859374972	[-21.16058349609375,-26.85052490234375,-21.021484375,-43.31591796875,-32.841796875]	[-20.32257080078125,-27.155548095703125,-21.244140625,-42.9559326171875,-33.294921875]	none	0.0
793	793	2166	7997	not		I heard through the grapevine that Michael probably become the new sales manager.__eou__How did you get wind of the rumor?	I am not a rumor monger.	I am a rumor monger.	Let’s stop gossiping and get back to work.	"[""They may have some difficulty in doing it."",""Yes, a very pleasant journey indeed. Thank you."",""You're absolutely right. The acting could be better."",""Why is that? It is called real art."",""it sounds like you've got a perfect plan.""]"	[616,1220,496,736,371]	[616,1220,496,736,371]	5	8	.	13	5		"Speaker 1: I heard through the grapevine that Michael probably become the new sales manager.
Speaker 2: How did you get wind of the rumor?
Speaker 1: I am not a rumor monger.
Speaker 2: "	"Speaker 1: I heard through the grapevine that Michael probably become the new sales manager.
Speaker 2: How did you get wind of the rumor?
Speaker 1: I am a rumor monger.
Speaker 2: "	Speaker 2	0	-16.471435546875	-17.702163696289062	11	11	1.2307281494140625	24.126269531250003	23.312329101562497	0.8139404296875057	[-38.880859375,-40.6942138671875,-38.72705078125,-45.8271484375,-38.8592529296875]	[-38.494140625,-41.78462219238281,-40.537109375,-45.8056640625,-38.450927734375]	none	0.0
794	794	2168	8003	not		Did you see the information on sales for last year? The sales review was made at our last board meeting. There's a great news for our shareholders.__eou__Yeah, I went over the figures this morning. We're finally started making money again!__eou__We've never sold this much before, our growth this year has been phenomenal. We have captured 8 % of the market, up from last year by 120 %. Our strategy is working!	Not only our annual sales brake a record, but our month by month earnings exceeded our forecast as well. After a two-year slump, we finally back in the black.	Only our annual sales brake a record, but our month by month earnings exceeded our forecast as well. After a two-year slump, we finally back in the black.	The company's performance has improved since Wallace became president. He's made our little business into a real lucrative operation. Products are selling like hotcakes.	"[""I'm like that too. I like to invite friends over sometimes, but I don't want to have lots of crazy parties at the apartment."",""Really? Well the special effects might have been good in 1997, but when you watch it today they make the film seem really cheesy."",""Then you can go to the three-day-long training camp first. There\u2019re some professional teachers and they can guide you to do certain necessary exercise."",""Well, you made a good choice. Coming to us, I mean.We have a full range of products from cosmetics to skin cleansers and moisturizers."",""Yeah, he got booted after his initial performance in the audition, but he did not give up. He then tried at another two auditions.""]"	[51,498,821,300,124]	[51,498,821,300,124]	5	24	.	13	5		"Speaker 1: Did you see the information on sales for last year? The sales review was made at our last board meeting. There's a great news for our shareholders.
Speaker 2: Yeah, I went over the figures this morning. We're finally started making money again!
Speaker 1: We've never sold this much before, our growth this year has been phenomenal. We have captured 8 % of the market, up from last year by 120 %. Our strategy is working!
Speaker 2: Not only our annual sales brake a record, but our month by month earnings exceeded our forecast as well. After a two-year slump, we finally back in the black.
Speaker 1: "	"Speaker 1: Did you see the information on sales for last year? The sales review was made at our last board meeting. There's a great news for our shareholders.
Speaker 2: Yeah, I went over the figures this morning. We're finally started making money again!
Speaker 1: We've never sold this much before, our growth this year has been phenomenal. We have captured 8 % of the market, up from last year by 120 %. Our strategy is working!
Speaker 2: Only our annual sales brake a record, but our month by month earnings exceeded our forecast as well. After a two-year slump, we finally back in the black.
Speaker 1: "	Speaker 1	4	-91.899169921875	-91.9107666015625	30	30	0.0115966796875	9.42717170715332	9.51771202087403	-0.09054031372070881	[-86.67417907714844,-96.25201416015625,-123.5277099609375,-96.46522521972656,-103.71257972717285]	[-86.30914306640625,-96.16754150390625,-124.37939453125,-96.70759582519531,-103.5787181854248]	none	0.0
795	795	2169	8009	not		We're in big trouble, Jason. Nick is beating us by a long shot.	Impossible! Well, I'm not giving up yet. It's not over till the fat lady sings!	Impossible! Well, I'm giving up yet. It's over till the fat lady sings!	OK, comeback kid. Here's you last question.How many times did Robin Williams win the Oscar for Best Actor?	"[""I see. Well, you have two choices; you can renew it or redeem it. Which would you prefer?"",""Learning any language takes a lot of effort.But don't give up. Why don't we practise those dialogues together?"",""Oh, but this pair of shoes are a bit too tight. Could I change them for something bigger?"",""Fine, a reserve a table for two at 8 PM, sir, may I have your name, please?"",""I\u2019m starving, too. There is a new Chinese restaurant close by. Do you want to go there for lunch?""]"	[1246,389,83,936,612]	[1246,389,83,936,612]	5	18	?	13	5		"Speaker 1: We're in big trouble, Jason. Nick is beating us by a long shot.
Speaker 2: Impossible! Well, I'm not giving up yet. It's not over till the fat lady sings!
Speaker 1: "	"Speaker 1: We're in big trouble, Jason. Nick is beating us by a long shot.
Speaker 2: Impossible! Well, I'm giving up yet. It's over till the fat lady sings!
Speaker 1: "	Speaker 1	2	-76.727294921875	-78.5947265625	23	23	1.867431640625	-11.640961456298825	-13.507537078857425	1.8665756225585994	[-63.644195556640625,-75.57644271850586,-60.32958984375,-69.50991821289062,-56.37152099609375]	[-64.20671844482422,-75.76118087768555,-59.83251953125,-68.41159057617188,-57.22393798828125]	none	0.0
796	796	2170	8011	not		I can't believe it! I lost.	It looks like you have to buy tickets for us, Jason. And we're not going to see an action movie!	It looks like you have to buy tickets for us, Jason. And we're going to see an action movie!	That's not fair, you got all the easy questions.	"[""Yeah, I\u2019ll try not to! See you after Christmas."",""I get it, and thank you for your honesty."",""Apology is accepted. Try to do better next time."",""Don't worry. I'm not much of a dancer myself."",""I was hoping you'd have something on sale today.""]"	[958,1104,431,620,322]	[958,1104,431,620,322]	5	9	.	13	5		"Speaker 1: I can't believe it! I lost.
Speaker 2: It looks like you have to buy tickets for us, Jason. And we're not going to see an action movie!
Speaker 1: "	"Speaker 1: I can't believe it! I lost.
Speaker 2: It looks like you have to buy tickets for us, Jason. And we're going to see an action movie!
Speaker 1: "	Speaker 1	1	-26.7315673828125	-27.262939453125	12	12	0.5313720703125	8.968853759765622	9.895848083496091	-0.9269943237304688	[-49.111228942871094,-28.741363525390625,-37.9842529296875,-27.533424377441406,-35.1318359375]	[-51.66709899902344,-29.99554443359375,-40.0882568359375,-28.73737335205078,-35.3056640625]	none	0.0
797	797	2173	8016	not		I'll tell you something that's good about action movies. The special effects are great!	But they are so silly! They're not art!	But they are so silly! They're art!	That's just your personal prejudice. Do you know who was the director of the movie Titanic?	"[""That's fine with me. How much time are we going to have to work on this?"",""So you can download MP3 music from the Net and record it onto the MP3 chip?"",""The same with me. Have you given much thought to what you want to do next?"",""Say I've got two tickets for the concert this evening.Would you like to come with me?"",""would you like to look at the new digital camcorders that have just come in?""]"	[1070,805,1245,694,898]	[1070,805,1245,694,898]	5	16	?	13	5		"Speaker 1: I'll tell you something that's good about action movies. The special effects are great!
Speaker 2: But they are so silly! They're not art!
Speaker 1: "	"Speaker 1: I'll tell you something that's good about action movies. The special effects are great!
Speaker 2: But they are so silly! They're art!
Speaker 1: "	Speaker 1	2	-45.077667236328125	-46.04071044921875	19	19	0.963043212890625	8.06483612060547	6.358212280273435	1.7066238403320355	[-44.106353759765625,-65.11381530761719,-50.574005126953125,-54.72248077392578,-51.19586181640625]	[-43.61512756347656,-64.2115478515625,-49.795806884765625,-54.05621337890625,-50.31591796875]	none	0.0
798	798	2174	8019	not		How's your new job going?__eou__Really well, thanks.__eou__How are you finding your new boss?	She's not bad. She's a bit bossy, but I'm sure I'll get used to her.	She's bad. She's a bit bossy, but I'm sure I'll get used to her.	Would you rather have her or your old boss back?	"[""how about individual games like the Rubik's cube or solitaire?"",""Oh, that's too bad, Where can you park around here?"",""So you will continue to study for a master's degree?"",""Then what time do you think he will be in?"",""Shall we go downtown for a movie this Friday evening?""]"	[900,596,359,39,789]	[900,596,359,39,789]	5	10	?	13	5		"Speaker 1: How's your new job going?
Speaker 2: Really well, thanks.
Speaker 1: How are you finding your new boss?
Speaker 2: She's not bad. She's a bit bossy, but I'm sure I'll get used to her.
Speaker 1: "	"Speaker 1: How's your new job going?
Speaker 2: Really well, thanks.
Speaker 1: How are you finding your new boss?
Speaker 2: She's bad. She's a bit bossy, but I'm sure I'll get used to her.
Speaker 1: "	Speaker 1	0	-23.26495361328125	-23.1795654296875	11	11	-0.08538818359375	19.63561248779297	19.398347091674808	0.23726539611816122	[-57.898414611816406,-44.82890319824219,-36.72821044921875,-37.35614013671875,-37.691162109375]	[-57.26069641113281,-43.920888900756836,-37.00439453125,-37.370574951171875,-37.3330078125]	none	0.0
799	799	2176	8021	not		OK. I'll take your bet, as long as the winner gets to pick the movie. What about you, Nick?__eou__Sure. Do you want to go first, Sally?	Why not! I rolled a five. The category is Best Pictures.	Why! I rolled a five. The category is Best Pictures.	OK, here's your question What movie won the 1996 Oscar for Best Picture?	"[""I've heard that the company is very strict with its staff.Is that true?"",""Let me guess, your parents want you to marry a Chinese man, right?"",""Thanks. It's a little tight. Do you have any in a larger size?"",""Well, he sure likes to run around a lot. Is he well behaved?"",""Step up onto the rail. Hold on. Keep your eyes closed. Trust me?""]"	[1162,628,238,105,566]	[1162,628,238,105,566]	5	13	?	13	5		"Speaker 1: OK. I'll take your bet, as long as the winner gets to pick the movie. What about you, Nick?
Speaker 2: Sure. Do you want to go first, Sally?
Speaker 1: Why not! I rolled a five. The category is Best Pictures.
Speaker 2: "	"Speaker 1: OK. I'll take your bet, as long as the winner gets to pick the movie. What about you, Nick?
Speaker 2: Sure. Do you want to go first, Sally?
Speaker 1: Why! I rolled a five. The category is Best Pictures.
Speaker 2: "	Speaker 2	4	-39.8123779296875	-39.12548828125	18	18	-0.6868896484375	18.04190673828125	18.475546264648436	-0.4336395263671875	[-63.31689453125,-54.599822998046875,-52.31787109375,-52.450592041015625,-66.58624267578125]	[-63.06298828125,-53.90724182128906,-52.16009521484375,-53.060150146484375,-65.814697265625]	none	0.0
