id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context
7052	only	Hello, Jill.__eou__Tom, You're back, come in please.How are you?	Fine, only a little tired.	Fine, a little tired.	You'll recover after a good night's sleep.	-18.377216339111328	-14.423114776611328	-1.6706560308283025	-1.4423114776611328	11	10	-19.356244564056396	-20.166747570037842	-1.3825888974325997	-1.4404819692884172	14	14	-123.69283056259155	-120.549232006073	-2.473856611251831	-2.460188408287204	50	49	True
7074	only	Do you take a bus to and from work?	Yeah, everyday. And there’s only one choice. All the other buses are going the other direction.	Yeah, everyday. And there’s one choice. All the other buses are going the other direction.	Hmm. I have the same problem. When I leave work, it’s always rush hour. So the buses are always crowded.	-54.19107246398926	-58.72769355773926	-2.16764289855957	-2.4469872315724692	25	24	-46.46096706390381	-46.80778789520264	-1.548698902130127	-1.5602595965067545	30	30	-145.58456707000732	-150.47460079193115	-2.109921261884164	-2.2128617763519287	69	68	True
7082	only	So Chris, I've heard that you're from a big family. How many people?__eou__Nine total. Seven children and my parents.__eou__Seven children? That's a lot. Why did your parents have so many?	Well, my mother came from a big family, and wanted to have one of her own. My father was an only child, and didn't really care about having a large family, but my mother talked him into it.	Well, my mother came from a big family, and wanted to have one of her own. My father was an child, and didn't really care about having a large family, but my mother talked him into it.	Jeez, seven children. That must have a lot of problems. We have four children in my family and my grandparents can never get our names right.	-57.020466804504395	-73.65836429595947	-1.1636829960102937	-1.5345492561658223	49	48	-81.73709511756897	-81.1740174293518	-2.270474864376916	-2.2548338174819946	36	36	-244.84097027778625	-260.8721842765808	-1.748864073412759	-1.8767783041480635	140	139	True
7167	only	Either we'll be millionaires, or we won't ... won't have a dime.__eou__And it's all coming down to the next three weeks.	The only person who seems confident the software will be done on time is Zina.	The person who seems confident the software will be done on time is Zina.	Yeah, she is some kind of Superwoman, isn't she?	-58.350669860839844	-65.99974822998047	-2.7786033267066594	-3.2999874114990235	21	20	-29.77007246017456	-31.631476402282715	-1.6538929144541423	-1.7573042445712619	18	18	-192.44925260543823	-201.9483518600464	-2.4993409429277693	-2.6572151560532418	77	76	True
7176	only	OK. Steven, you're looking at a picture. Please describe what you see!__eou__Uh, I can see a red double decker bus. It's the kind of bus you'll see very often in London. In fact I know this bus is from London because I can see the names, Chelsea, Sloan Square, Victoria, Herring Cross. These are all areas in London. Um, so obviously the bus is in London.__eou__OK. Have you ever been on a double decker bus?	Yeah, yeah, yeah. many times. Many times. When I was younger, you used to get double-decker all over England but now you only tend to see them in the big cities.	Yeah, yeah, yeah. many times. Many times. When I was younger, you used to get double-decker all over England but now you tend to see them in the big cities.	Oh, really. Mm! How much is the fare?	-81.54357051849365	-82.9926290512085	-1.8532629663294011	-1.930061140725779	44	43	-34.86028003692627	-35.112929344177246	-2.0506047080544865	-2.0654664320104263	17	17	-363.45091915130615	-365.152626991272	-2.1008723650364516	-2.1229803894841393	173	172	True
7204	only	What do you think of smoking?	It’s harmful not only for yourself but for others.	It’s harmful not for yourself but for others.	What in your opinion can be done to stop smoking?	-24.94251251220703	-26.79187774658203	-1.6628341674804688	-1.913705553327288	15	14	-21.448135375976562	-21.756725311279297	-1.4298756917317708	-1.4504483540852864	15	15	-83.14980697631836	-85.3006820678711	-2.0280440725931306	-2.1325170516967775	41	40	True
7206	only	Excuse me. Have you got the time?__eou__My watch says half past five.__eou__Does your watch keep good time?	Oh yeah. It loses only a few seconds in the whole month.	Oh yeah. It loses a few seconds in the whole month.	Thanks a lot.	-31.06935977935791	-29.99562931060791	-1.7260755432976618	-1.764448782976936	18	17	-8.017463684082031	-7.955536842346191	-1.002182960510254	-0.9944421052932739	8	8	-102.39711856842041	-101.24937629699707	-1.65156642852291	-1.6598258409343782	62	61	True
7316	only	What will you do now? Propose to her.	Of course I won't chill out. Opportunity knocks only once.	Of course I won't chill out. Opportunity knocks once.	You should strike while the iron is hot.	-47.881404876708984	-49.04364776611328	-2.816553228041705	-3.06522798538208	17	16	-16.75314712524414	-17.4749755859375	-1.28870362501878	-1.3442288912259615	13	13	-116.82832717895508	-118.70051574707031	-2.596185048421224	-2.697738994251598	45	44	True
7372	only	Both our countries are quite small. How would you describe the landscape in your country?__eou__My country is well know for being very flat. There are some hills in the southeast of the country.__eou__Is it really completely flat?	Pretty much. The land rises and falls only a few meters. The southeast, the hills rise to a height of a few hundred meters. There are mountains over 1000 meters high in your country.	Pretty much. The land rises and falls a few meters. The southeast, the hills rise to a height of a few hundred meters. There are mountains over 1000 meters high in your country.	Yes, there are. They are not very big compared with the mountains in other countries.	-81.62195205688477	-83.17738723754883	-1.8138211568196614	-1.890395164489746	45	44	-26.11274242401123	-26.30220890045166	-1.186942837455056	-1.19555495002053	22	22	-234.07981634140015	-235.82940244674683	-1.9030879377349605	-1.9330278889077608	123	122	True
7380	only	What’s the difference between football and rugby?	Those tow games are quite different. First, there’s the size of the teams. In football, a team has 11 players. In rugby there are 15 players on each team. The biggest difference is that in football, only the goalkeeper can use his hands. In rugby, the ball is usually carried forward by players, though kicking is permitted.	Those tow games are quite different. First, there’s the size of the teams. In football, a team has 11 players. In rugby there are 15 players on each team. The biggest difference is that in football, the goalkeeper can use his hands. In rugby, the ball is usually carried forward by players, though kicking is permitted.	In rugby, players pass the ball by throwing it to team mates, don’t they?	-124.90555953979492	-126.47898483276367	-1.6654074605305988	-1.7091754707130227	75	74	-35.0561408996582	-35.71932411193848	-1.5934609499844639	-1.623605641451749	22	22	-199.85468864440918	-202.02800369262695	-1.8168608058582654	-1.8534679237855685	110	109	True
7388	only	You’re a big fan of Andy Lau, aren’t you?__eou__Yes, I’Ve been got all his albums and most of his films on DVD. I adore him. He’s my idol.__eou__How come you don’t have all of his films on DVD?	Some of his early films are hard to find nowadays, especially the ones where he only played a bit part.	Some of his early films are hard to find nowadays, especially the ones where he played a bit part.	I see. I’m sure you’ll find them one day. I see you also have several poster of him.	-36.35918712615967	-34.17595958709717	-1.398430274083064	-1.3670383834838866	26	25	-48.917202949523926	-49.01584434509277	-1.811748257389775	-1.8154016424108435	27	27	-224.39630794525146	-222.29957580566406	-1.9016636266546734	-1.8999963744073851	118	117	True
7389	only	I think that show biz stars have a really easy life. They have lots of money, so they can buy almost anything they want. They’re famous, so everyone loves them.__eou__I think they must have horrible lives. All the paparazzi take photos of them wherever they go and whatever they do. They must get sick of it.__eou__I bet they love it really. Sure, they complain about it, but that just gets them more publicity, doesn’t it?	I think that few of the show biz stars want any publicity for themselves. They only want it for their films.	I think that few of the show biz stars want any publicity for themselves. They want it for their films.	No way! They want publicity for themselves, so that they get invited to make more films, go to lots of cocktail parties, and even make albums! They have such an easy life. They don’t even pay for drinks when they go to a cocktail party.	-50.50403118133545	-50.63171672821045	-1.8705196733827945	-1.9473737203157866	27	26	-117.10310173034668	-116.31446838378906	-2.0544403812341523	-2.0406047084875274	57	57	-374.94188594818115	-374.27263736724854	-1.9733783470956903	-1.9802785045886167	190	189	True
7399	only	Do you think children watch too much Tv?	I only allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and not become couch potatoes.	I allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and not become couch potatoes.	Perhaps I should impose a limit on how much Tv my kids can watch. They don’t do much else in their free time. At least they always do their homework first.	-72.94908142089844	-73.17403411865234	-1.7368828909737724	-1.7847325394793254	42	41	-72.54570770263672	-74.197509765625	-1.8601463513496594	-1.902500250400641	39	39	-194.16175842285156	-196.0532455444336	-2.0655506215196975	-2.1080994144562752	94	93	True
7426	only	Hi! How are you going?__eou__Fine, thank you. How are you doing this morning?__eou__Not bad. How about you? Haven't seen you for a long time.	Yes. I've been to New York. I got back only yesterday.	Yes. I've been to New York. I got back yesterday.	Did you enjoy yourself?	-28.25087261199951	-25.03505229949951	-1.4868880322105007	-1.390836238861084	19	18	-8.29024076461792	-8.350654602050781	-0.9211378627353244	-0.9278505113389757	9	9	-115.48161935806274	-112.3398847579956	-1.53975492477417	-1.5181065507837244	75	74	True
7455	only	Look at these clothes designed by top fashion designer like Versacci, Calvin Klein, and Vivienne Westwood. What do you think of them?__eou__Well, they look lovely, but they’re not very practical. I mean, would you wear that dress to the office or walking down the street?	I know what you mean. People would stare at you in amazement if you wore something like that in an everyday situation. I suppose only extravagant rich people wear them at cocktail parties.	I know what you mean. People would stare at you in amazement if you wore something like that in an everyday situation. I suppose extravagant rich people wear them at cocktail parties.	Maybe. I’m not sure why they have fashion shows like this. Hardly anyone will buy those clothes. The clothes you see are nothing like the ones that ordinary people wear. It seems like a waste of money.	-80.95544910430908	-79.24504566192627	-1.92751069295974	-1.9328059917542992	42	41	-95.29634380340576	-93.86786079406738	-1.9853404959042866	-1.955580433209737	48	48	-321.57780265808105	-318.4679536819458	-2.048266258968669	-2.041461241550935	157	156	True
7460	only	I had a big argument with david yesterday. I hope he’s not still mad at me.__eou__What did you argue about?__eou__He borrowed some money from me and I needed it back. He said he didn’t have the money yet.	Well, he should pay you back. It’s only fair.	Well, he should pay you back. It’s fair.	Yes, but I got angry with him too quickly. He probably thought that I mistrusted him. I shouldn’t have got angry.	-16.618024826049805	-22.033185958862305	-0.9775308721205768	-1.377074122428894	17	16	-55.59340190887451	-55.78504753112793	-1.7933355454475648	-1.7995176622944493	31	31	-181.4968729019165	-187.09782028198242	-1.6962324570272571	-1.7650737762451172	107	106	True
7492	only	What's that book you have under your arm?__eou__It's the best seller everyone's been talking about for the last six months.__eou__How in the world did you get a copy? I've put a hold on it at the public library for weeks and I'm still waiting my turn.	I checked it out of the rental library. It only costs five cents a day.	I checked it out of the rental library. It costs five cents a day.	Is it really worth paying for?	-32.49561071395874	-32.97351598739624	-1.5474100339980352	-1.648675799369812	21	20	-15.09329605102539	-15.141345977783203	-1.37211782282049	-1.3764859979802913	11	11	-174.30863857269287	-174.82849025726318	-1.7258281046801274	-1.748284902572632	101	100	True
7504	only	I work so hard that I do not have the energy to exercise.__eou__That is just an excuse. You can always find some time to exercise.__eou__But I work hard all the time for long hours. Often I have no time for lunch. Yet, I am still getting fatter.	Bill, you know that work is not the same as exercise as it is stressful but not relaxing. And skipping meals will not help you lose weight. In fact your body will only store fat if you miss meals.	Bill, you know that work is not the same as exercise as it is stressful but not relaxing. And skipping meals will not help you lose weight. In fact your body will store fat if you miss meals.	I know you're right, but what can I do?	-114.86248779296875	-110.51455688476562	-2.443882718999335	-2.402490367060122	47	46	-17.68506145477295	-17.74342918395996	-1.1053163409233093	-1.1089643239974976	16	16	-276.5265293121338	-272.2725191116333	-2.0948979493343467	-2.078416176424682	132	131	True
7506	only	Ahh ... What a fine day! I do feel like an outdoor exercise.__eou__How about taking a walk in the park?__eou__OK. It's delightful to have a walk in the park with the air so fresh.	Oh, it's so quiet here. We have the park to ourselves, only you and me!	Oh, it's so quiet here. We have the park to ourselves, you and me!	Don't you see many people over there? Just on your left.	-40.59906196594238	-39.81198310852051	-1.6916275819142659	-1.7309557873269785	24	23	-44.14601802825928	-44.71629619598389	-2.4525565571255155	-2.4842386775546603	18	18	-219.00498580932617	-218.79651641845703	-2.2577833588590326	-2.2791303793589273	97	96	True
7542	only	Congratulations, Vivian. You won the grand prize, again.__eou__Isn't it just great! I just knew I'd win!__eou__You did? How? Did you wear red underwear again this year?	Not only that!	Not that!	Tell me! Tell me! What's your secret?!	-14.844465494155884	-14.050363063812256	-1.8555581867694855	-2.0071947234017506	8	7	-22.565542221069336	-23.41607904434204	-1.5043694814046225	-1.5610719362894694	15	15	-173.72095012664795	-173.77754163742065	-2.3162793350219726	-2.3483451572624414	75	74	True
7569	only	OK, everyone. Gather around. Here are the rules. No tackling. No pushing.__eou__You shouldn't grab someone else's shirt. That's a foul.__eou__Play is stopped when the person with the ball is touched.	You can touch them only between the shoulder and the knees.	You can touch them between the shoulder and the knees.	The touchdown lines are there and there. OK, let's play!	-27.54391384124756	-25.34200954437256	-1.7214946150779724	-1.6894673029581706	16	15	-40.30086708068848	-40.90067195892334	-2.2389370600382485	-2.272259553273519	18	18	-203.81514167785645	-202.2284231185913	-2.264612685309516	-2.272229473242599	90	89	True
7583	only	Hi, Michelle. Do you need to use the photocopier?	Oh, hi Jeremy. No please, go ahead. So how are you, Jeremy? I was talking to Linda about you only last week.	Oh, hi Jeremy. No please, go ahead. So how are you, Jeremy? I was talking to Linda about you last week.	Oh, I'm fine, thanks. I'm super busy with work actually. Did you hear about the Lawson contract?	-77.13655471801758	-72.57991409301758	-2.337471355091442	-2.2681223154067993	33	32	-60.39654541015625	-60.14974117279053	-2.157019478934152	-2.148205041885376	28	28	-195.46475219726562	-190.6444616317749	-2.4742373695856408	-2.4441597645099344	79	78	True
7586	only	I have made up my mind. I am getting a tattoo.__eou__Really? Are you sure?__eou__Yeah! Why not? They are trendy and look great! I want to get a dragon on my arm or maybe a tiger on my back.	Yeah but, it is something that you will have forever! They use indelible ink that can only be removed with laser treatment. On top of all that, I have heard it hurts a lot!	Yeah but, it is something that you will have forever! They use indelible ink that can be removed with laser treatment. On top of all that, I have heard it hurts a lot!	Really?	-91.65236377716064	-98.52402973175049	-2.0367191950480144	-2.2391824939034204	45	44	-4.558712005615234	-4.431733131408691	-0.7597853342692057	-0.7386221885681152	6	6	-210.9767942428589	-217.7214813232422	-1.9006918400257558	-1.9792861938476562	111	110	True
7592	only	What are you doing?__eou__What am I doing? What am I doing? Don’t you know what day it is?__eou__Mumm. no.	It’s only the day when the world’s biggest sporting event is kicking off.	It’s the day when the world’s biggest sporting event is kicking off.	What?	-37.723642349243164	-32.83702564239502	-1.8861821174621582	-1.7282645074944747	20	19	-4.46372127532959	-4.332524299621582	-0.743953545888265	-0.7220873832702637	6	6	-129.0268440246582	-124.02321243286133	-1.925773791412809	-1.8791395823160808	67	66	True
7604	only	Man, I’m freaking out! You gotta help me!__eou__Whoa, whoa, take it easy, relax. Geez, you’re sweating like a pig! What’s going on?	I can’t go through with this! I just can’t! I’m not ready for marriage! What was I thinking? I’m only thirty five years old! I’Ve got my entire life ahead of me, adventures waiting! I can’t settle down yet!	I can’t go through with this! I just can’t! I’m not ready for marriage! What was I thinking? I’m thirty five years old! I’Ve got my entire life ahead of me, adventures waiting! I can’t settle down yet!	What are you talking about? It wasn’t more than a month ago that you were rambling on about how you are tired of living the life of a bachelor and how you envy your friends that have a family!	-104.59711742401123	-104.40822887420654	-1.8033985762760556	-1.831723313582571	58	57	-80.2057056427002	-80.46308326721191	-1.7065043753765998	-1.711980495047062	47	47	-281.10105419158936	-281.1438817977905	-1.8493490407341404	-1.8618800119058976	152	151	True
7609	only	It's almost midnight! We are about to start a brand new year!__eou__I know it's so exciting! A new year is always like a clean slate. Fresh start to accomplish any dreams, objectives and goals.__eou__Do you have a New Year's resolution?	I was thinking about it, but I'm never able to keep my New Year's resolution. Last year for example I joined a gym and only went twice.	I was thinking about it, but I'm never able to keep my New Year's resolution. Last year for example I joined a gym and went twice.	Yeah I know what you mean. That's why this year I am keeping things more simple. Maybe like getting together with friends I haven't seen in a long time, or doing some volunteering work.	-56.75389385223389	-56.17943096160889	-1.5764970514509413	-1.6051265989031112	36	35	-77.8009877204895	-79.68725299835205	-1.7682042663747615	-1.8110739317807285	44	44	-284.409823179245	-285.72162556648254	-1.9750682165225346	-1.9980533256397381	144	143	True
7667	only	Is the environment a big issues in your country? It is in mine.__eou__It is in mine too. The biggest issue is water. The climate is dry and so water conservation is very important.__eou__What methods do you use to conserve water?	Water is rationed. We can only use a certain amount each month. It means that we cannot use some modern household items, like washing machines. They use too much water.	Water is rationed. We can use a certain amount each month. It means that we cannot use some modern household items, like washing machines. They use too much water.	I see. I think the biggest environment problem in my country is air pollution.	-69.14727878570557	-74.82328510284424	-1.7286819696426392	-1.918545771867801	40	39	-22.698115348815918	-22.620668411254883	-1.1349057674407959	-1.1310334205627441	20	20	-218.8304009437561	-224.45800161361694	-1.823586674531301	-1.8862016942320752	120	119	True
7762	only	I am going to celebrate my birthday with you all in a night club this year, what do you say?	Fantastic! I enjoy clubbing, especially those clubs with live bands. The only fly in the ointment is that the air is bad, full of smoke, and the music is too loud, so conversations are not really possible. Once I nearly got burnt by a cigarette.	Fantastic! I enjoy clubbing, especially those clubs with live bands. The fly in the ointment is that the air is bad, full of smoke, and the music is too loud, so conversations are not really possible. Once I nearly got burnt by a cigarette.	How did that happen?	-139.74088287353516	-141.78243684768677	-2.329014714558919	-2.4030921499607927	60	59	-11.964696884155273	-11.76313591003418	-1.3294107649061415	-1.307015101114909	9	9	-227.44068717956543	-229.28068017959595	-2.3941124966270046	-2.439156172123361	95	94	True
7781	only	Have you ever played Making?__eou__Not really, but I know it is very popular a traditional Chinese gambling game.	Yes, some friends play it all day, all night, and sometimes a whole weekend. I tried to read about some basic rules online, but it is hard to understand. So I went to watch people play yesterday only to find I was even more confused. I think I have to work hard on those rules and more learning by doing. Practice makes the master.	Yes, some friends play it all day, all night, and sometimes a whole weekend. I tried to read about some basic rules online, but it is hard to understand. So I went to watch people play yesterday to find I was even more confused. I think I have to work hard on those rules and more learning by doing. Practice makes the master.	Typical Francis, whether you are at work, or engaged in leisure time activities, you always show the same eagerness and curiosity to learn something new and improve yourself.	-204.74413681030273	-203.42681503295898	-2.6590147637701653	-2.6766686188547233	77	76	-92.86324262619019	-93.94844698905945	-2.5098173682754106	-2.5391472159205257	37	37	-396.83520460128784	-396.60732913017273	-2.7558000319533877	-2.773477826085124	144	143	True
7784	only	Would you like to go skiing with me? I heard the new ski area is great. They have safe tracks, especially for the beginners and provide free training. I think it suits you best.	Sounds not bad! You know, the only thing I worried about is the safety. I’m not an active exerciser and my muscle may be not strong enough for such an intense sport.	Sounds not bad! You know, the thing I worried about is the safety. I’m not an active exerciser and my muscle may be not strong enough for such an intense sport.	Well, Then you can go to the three-day-long training camp first. There’re some professional teachers and they can guide you to do certain necessary exercise.	-99.60213565826416	-101.49514961242676	-2.371479420434861	-2.475491453961628	42	41	-95.18747138977051	-94.99926948547363	-2.719642039707729	-2.7142648424421036	35	35	-333.72374725341797	-335.3676061630249	-2.7810312271118165	-2.8182151778405453	120	119	True
7794	only	Have you started your report yet?__eou__I'm having a hard time getting the information.	It's easy. You only have to search the internet in order to get the information you're looking for.	It's easy. You have to search the internet in order to get the information you're looking for.	Oh, I didn't think of that.	-41.57950782775879	-39.001604080200195	-1.599211839529184	-1.560064163208008	26	25	-11.427088737487793	-11.427392959594727	-0.8790068259605994	-0.8790302276611328	13	13	-115.04849624633789	-112.52535343170166	-1.7976327538490295	-1.7861167211381217	64	63	True
7844	only	Do you take a bus to and from work?	Yeah, everyday. And there’s only one choice.All the other buses are going the other direction.	Yeah, everyday. And there’s one choice.All the other buses are going the other direction.	Hmm. I have the same problem. When I leave work, it’s always rush hour.So the buses are always crowded.	-62.34854316711426	-67.87173652648926	-2.5978559652964273	-2.950945066369098	24	23	-49.79052734375	-50.26450729370117	-1.7169147359913792	-1.733258872196592	29	29	-157.02789688110352	-163.0307731628418	-2.343699953449306	-2.4701632297400273	67	66	True
7852	only	I'm really fed up with Larry! He's the biggest airhead I've ever met.He always makes careless mistakes, and he's a pain to work with.__eou__You shouldn't be so negative.You' ll always have some co-workers that are harder to work with than others.But if you are negative and start name-calling in the office, it will make a bad working environment for everybody.	You only say that because you don't have to work with him.The people in your department seem so capable and nice to be around.Take Mary for example.She' s smart and enthusiastic. I've never met anyone as cheery as she is.	You say that because you don't have to work with him.The people in your department seem so capable and nice to be around.Take Mary for example.She' s smart and enthusiastic. I've never met anyone as cheery as she is.	Everybody has their strengths and weaknesses.Even Larry.He might be a pain to be around, but he's also very good at staying in budget on projects.Mary, on the other hand, spends our project money like there's no tomorrow.Also, she's never willing to stay a little later at the office.She always leaves at 5pm sharp.	-119.49359512329102	-120.12133407592773	-2.254596134401717	-2.3100256553063025	53	52	-142.43297290802002	-142.76022243499756	-1.8991063054402668	-1.903469632466634	75	75	-486.1331090927124	-487.0402307510376	-2.261084228338197	-2.2758889287431665	215	214	True
7865	only	Where's Bill? The ambassador is already here. The meeting is set to start at 9 am.__eou__He's late again. Traffic is probably holding him up. You know, he commutes from the suburbs. It's not easy commuting every day. We should cut him some slack.__eou__Even though the traffic is bumper-to-bumper out there, I don't think it's heavy traffic that makes Bill late. He takes the train, remember?	Oh, that's right. Well, the train shouldn't be late. That means there is only one explanation ... Bill must have overslept.	Oh, that's right. Well, the train shouldn't be late. That means there is one explanation ... Bill must have overslept.	Well, to be fare, since he's coming all the way from Lancaster, he's got to get up much earlier than the rest of us. He must get start on his commute about six thirty, no telling what time he actually gets up.	-54.427188992500305	-58.986700892448425	-1.600799676250009	-1.7874757846196492	34	33	-125.05574989318848	-125.908944606781	-2.315847220244231	-2.3316471223477966	54	54	-430.041504740715	-435.4257472753525	-2.2633763407406056	-2.3038399326738226	190	189	True
7867	only	How were things in the Tokyo branch when you were there?__eou__Good! They have expanded and are doing better than they were last quarter. It's nice to see some improvement for a change.__eou__Do you see the trend continuing over the next few months?	Yes, especially with so many of our executives going back and forth from here to Japan. The only problem is, they may have trouble when they go to open up business here.	Yes, especially with so many of our executives going back and forth from here to Japan. The problem is, they may have trouble when they go to open up business here.	Why would you say that?	-100.30011463165283	-99.33917713165283	-2.507502865791321	-2.5471583879910984	40	39	-10.533029556274414	-10.527688980102539	-1.0533029556274414	-1.0527688980102539	10	10	-267.5101947784424	-266.5439167022705	-2.3884838819503784	-2.401296546867302	112	111	True
7882	only	So Chris, I've heard that you're from a big family. How many people?__eou__Nine total. Seven children and my parents.__eou__Seven children? That's a lot. Why did your parents have so many?	Well, my mother came from a big family, and wanted to have one of her own. My father was an only child, and didn't really care about having a large family, but my mother talked him into it.	Well, my mother came from a big family, and wanted to have one of her own. My father was an child, and didn't really care about having a large family, but my mother talked him into it.	Jeez, seven children. That must have a lot of problems. We have four children in my family and my grandparents can never get our names right.	-57.020466804504395	-73.65836429595947	-1.1636829960102937	-1.5345492561658223	49	48	-81.73709511756897	-81.1740174293518	-2.270474864376916	-2.2548338174819946	36	36	-244.84097027778625	-260.8721842765808	-1.748864073412759	-1.8767783041480635	140	139	True
7915	only	Hey, Frank. I heard you got a new job.__eou__Yeah, Judy. I will be working for the Post Office. It’s not a bad job.__eou__Is it true that you have a heavy work schedule?	That’s right. I report to work at 5am everyday, and I only get 45 minutes for lunch.	That’s right. I report to work at 5am everyday, and I get 45 minutes for lunch.	So, why did you apply for such a demanding job?	-40.01986503601074	-40.86477470397949	-1.4292808941432409	-1.5135101742214627	28	27	-22.37270975112915	-22.78519058227539	-1.398294359445572	-1.424074411392212	16	16	-183.8686716556549	-185.1658992767334	-1.8572593096530798	-1.889447951803402	99	98	True
7930	only	So Kim, have you ever had anything stolen?__eou__Stolen? No, why?__eou__My uncle just had his motorcycle stolen a few nights ago. I was just thinking about how clever criminals are these days.	Criminals are clever? They’re only successful when people are careless.	Criminals are clever? They’re successful when people are careless.	I don’t know. The ones who stole my uncle’s motorcycle were pretty good.	-31.51166582107544	-34.34613847732544	-1.7506481011708577	-2.0203610869014965	18	17	-27.086191177368164	-28.422075271606445	-1.289818627493722	-1.3534321557907831	21	21	-182.91719722747803	-187.0856008529663	-1.9882304046465002	-2.0558857236589705	92	91	True
8003	only	Did you see the information on sales for last year? The sales review was made at our last board meeting. There's a great news for our shareholders.__eou__Yeah, I went over the figures this morning. We're finally started making money again!__eou__We've never sold this much before, our growth this year has been phenomenal. We have captured 8 % of the market, up from last year by 120 %. Our strategy is working!	Not only our annual sales brake a record, but our month by month earnings exceeded our forecast as well. After a two-year slump, we finally back in the black.	Not our annual sales brake a record, but our month by month earnings exceeded our forecast as well. After a two-year slump, we finally back in the black.	The company's performance has improved since Wallace became president. He's made our little business into a real lucrative operation. Products are selling like hotcakes.	-94.9626350402832	-109.53114700317383	-2.4990167115864	-2.9603012703560494	38	37	-92.02827262878418	-91.83519268035889	-2.7067139008465935	-2.701035078834085	34	34	-461.36347103118896	-475.77407455444336	-2.682345761809238	-2.7823045295581483	172	171	True
8024	only	Jack! Do you want to see a picture of my new puppy?	Sure. I thought people only showed off pictures of their new babies, not new pets!	Sure. I thought people showed off pictures of their new babies, not new pets!	Well, this is my new baby. He’s just as much trouble. That’s for sure! But, he’s a lot of fun!	-46.66059684753418	-46.325849533081055	-2.120936220342463	-2.2059928349086215	22	21	-59.07129096984863	-59.68802452087402	-1.7900391202984434	-1.8087280157840613	33	33	-160.29966354370117	-160.6129608154297	-2.195885801968509	-2.230735566880968	73	72	True
8098	only	I am going to celebrate my birthday with you all in a night club this year, what do you say?	Fantastic! I enjoy clubbing, especially those clubs with live bands. The only fly in the ointment is that the air is bad, full of smoke, and the music is too loud, so conversations are not really possible. Once I nearly got burnt by a cigarette.	Fantastic! I enjoy clubbing, especially those clubs with live bands. The fly in the ointment is that the air is bad, full of smoke, and the music is too loud, so conversations are not really possible. Once I nearly got burnt by a cigarette.	How did that happen?	-139.74088287353516	-141.78243684768677	-2.329014714558919	-2.4030921499607927	60	59	-11.964696884155273	-11.76313591003418	-1.3294107649061415	-1.307015101114909	9	9	-227.44068717956543	-229.28068017959595	-2.3941124966270046	-2.439156172123361	95	94	True
8100	only	Have you ever played Making?__eou__Not really, but I know it is very popular a traditional Chinese gambling game.	Yes, some friends play it all day, all night, and sometimes a whole weekend. I tried to read about some basic rules online, but it is hard to understand. So I went to watch people play yesterday only to find I was even more confused. I think I have to work hard on those rules and more learning by doing. Practice makes the master.	Yes, some friends play it all day, all night, and sometimes a whole weekend. I tried to read about some basic rules online, but it is hard to understand. So I went to watch people play yesterday to find I was even more confused. I think I have to work hard on those rules and more learning by doing. Practice makes the master.	Typical Francis, whether you are at work, or engaged in leisure time activities, you always show the same eagerness and curiosity to learn something new and improve yourself.	-204.74413681030273	-203.42681503295898	-2.6590147637701653	-2.6766686188547233	77	76	-92.86324262619019	-93.94844698905945	-2.5098173682754106	-2.5391472159205257	37	37	-396.83520460128784	-396.60732913017273	-2.7558000319533877	-2.773477826085124	144	143	True
8105	only	Would you like to go skiing with me? I heard the new ski area is great. They have safe tracks, especially for the beginners and provide free training. I think it suits you best.	Sounds not bad! You know, the only thing I worried about is the safety. I’m not an active exerciser and my muscle may be not strong enough for such an intense sport.	Sounds not bad! You know, the thing I worried about is the safety. I’m not an active exerciser and my muscle may be not strong enough for such an intense sport.	Then you can go to the three-day-long training camp first. There’re some professional teachers and they can guide you to do certain necessary exercise.	-99.60213565826416	-101.49514961242676	-2.371479420434861	-2.475491453961628	42	41	-87.20511054992676	-86.91601753234863	-2.642579107573538	-2.6338187131014736	33	33	-325.7413864135742	-327.2843542098999	-2.7605202238438493	-2.797302172734187	118	117	True
8120	only	Tomorrow will be my first day at work, what do you think I should be wearing?__eou__Well, if you want to look professional, serious and more conservative, a blue dress, white shirt and not-too-high shoes would be the best choice. But sometimes, very formal clothes will keep you at a distance from your colleagues. It depends on the company’s dress code.	Indeed, I found most of the employees dress casually when I went to the interview. Only the manager was in suit and tie and he just came back from a ceremony. It seems that their dress code is not that formal. Probably, I should put on car key and simple shirt.	Indeed, I found most of the employees dress casually when I went to the interview. The manager was in suit and tie and he just came back from a ceremony. It seems that their dress code is not that formal. Probably, I should put on car key and simple shirt.	Whatever you choose, make sure they are neat and clean.	-161.73277854919434	-162.8881435394287	-2.6513570253966283	-2.714802392323812	61	60	-19.840199947357178	-19.782686233520508	-1.2400124967098236	-1.2364178895950317	16	16	-373.075147151947	-374.1729984283447	-2.346384573282686	-2.368183534356612	159	158	True
