id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode
6715	not	What do you think of the new television channel? Aren't the programs awful?__eou__I quite agree with you. They are terrible. They are complete waste of time, but my wife disagrees with me.__eou__Actually, what bothers me is the violence. There are far too many detective and police shows.	I couldn't agree with you more. There aren't enough educational programs, and even the news shows are not well done.	I couldn't agree with you more. There aren't enough educational programs, and even the news shows are well done.	You are absolutely right. They are too brief. They don't tell you anything.	-89.78828859329224	-93.71275758743286	-2.992942953109741	-3.2314743995666504	30	29	-54.015013337135315	-51.54134130477905	-2.455227878960696	-2.342788241126321	22	22	-452.93225288391113	-454.51660346984863	-3.5663956919993	-3.6072746307130843	127	126	True	False
6718	not	I had to announce his innocence in court today, but it left a nasty taste in my mouth.__eou__You mean you suspect him.	I’m not sure. I’ll try to prove my feeling.	I’m sure. I’ll try to prove my feeling.	I hope I can do something for you.	-102.815673828125	-102.52569580078125	-5.711981879340278	-6.030923282398897	18	17	-39.604106307029724	-37.846843004226685	-2.828864736216409	-2.703345928873335	14	14	-339.5217237472534	-337.4515789747238	-4.92060469198918	-4.962523220216527	69	68	True	False
6725	not	He is so kind. I couldn’t believe he murdered his wife.	Of course not. I believe he’s innocent.	Of course. I believe he’s innocent.	I don’t understand.	-84.89002096652985	-85.36896312236786	-5.65933473110199	-6.097783080169132	15	14	-28.12012016773224	-29.274905920028687	-2.812012016773224	-2.9274905920028687	10	10	-218.3816044330597	-220.0147227048874	-4.852924542956882	-5.0003346069292585	45	44	True	False
6727	not	I cannot stay here any more minutes.__eou__What is wrong with you?	Tom is making so much noise. I have not a bit of peace and quiet all evening.	Tom is making so much noise. I have a bit of peace and quiet all evening.	You can talk with him.	-124.22846603393555	-133.70861625671387	-5.1761860847473145	-5.813418098117994	24	23	-39.02104210853577	-34.28241562843323	-3.5473674644123423	-3.116583238948475	11	11	-304.8598299026489	-309.5369749069214	-5.080997165044149	-5.246389405202057	60	59	True	False
6743	not	Do you still see the people we went to school with?	I did for a while, I suppose, until I left university, but after that not really.	I did for a while, I suppose, until I left university, but after that really.	Yeah, I've lost touch with most people as well, but I still see Rose occasionally.	-115.3083506822586	-127.48739731311798	-4.612334027290344	-5.311974888046582	25	24	-79.99704086780548	-77.48391032218933	-3.3332100361585617	-3.2284962634245553	24	24	-277.997975230217	-287.6692318916321	-4.149223510898761	-4.358624725630789	67	66	True	False
6744	not	Do you feel all right? You look Pale.__eou__All my joints seem to hurt and I have a terrible headache.__eou__Have you taken your temperature?	No, not yet, but I do feel a little feverish.	No, yet, but I do feel a little feverish.	How long have you been feeling this way?	-61.705302715301514	-70.99312448501587	-3.2476475113316585	-3.9440624713897705	19	18	-14.396856665611267	-14.38488245010376	-1.028346904686519	-1.02749160357884	14	14	-287.24290788173676	-296.5623950958252	-3.6826013830991893	-3.851459676569158	78	77	True	False
6754	not	My wife and I didn't used to spend this much money.__eou__What's changed?__eou__My wife has been pregnant for 7 months.	I see. I guess diapers and baby food are expensive.Bringing up children is not easy.	I see. I guess diapers and baby food are expensive.Bringing up children is easy.	My wife will be going back to work soon.	-96.1319351196289	-99.94076538085938	-3.8452774047851563	-4.164198557535808	25	24	-30.47650921344757	-28.540451645851135	-2.0317672808965046	-1.9026967763900757	15	15	-314.14651012420654	-316.1518284082413	-3.7848977123398377	-3.8555101025395278	83	82	True	False
6779	not	You'v been work here for nearly a month, how do you feel about the job?	Not bad.Thank you for your help. I am always busy with this job, I feel a bit tired.	Bad.thank you for your help. I am always busy with this job, I feel a bit tired.	I had the same feeling when I first came to work here. but after a period of time, I feel better, I am sure you' ll get used to this busy job.	-133.36254978179932	-134.3731565475464	-4.762948206492832	-4.976783575835051	28	27	-119.65553832054138	-115.06703042984009	-2.8489413885843184	-2.739691200710478	42	42	-364.44432759284973	-360.87803840637207	-3.836256079924734	-3.8391280681528945	95	94	True	False
6790	not	When she told me that she would marry no man but Dick, my heart was almost in my mouth.	You were scared, too? I dared not tell you my feeling when I heard that. I almost got fainted.	You were scared, too? I dared tell you my feeling when I heard that. I almost got fainted.	I could not and can’t make out the reason why she would set her heart on a man like Dick. He plays the field with many girls.	-160.71468889713287	-162.49245989322662	-5.541885824039064	-5.803302139043808	29	28	-106.85398972034454	-103.81993269920349	-3.052971134866987	-2.966283791405814	35	35	-385.0412175655365	-383.79210698604584	-4.231222171049851	-4.264356744289398	91	90	True	False
6811	not	Mary, I heard you moved again.	Yeah. I could not stand living here. There is always much noise in the neighborhood.	Yeah. I could stand living here. There is always much noise in the neighborhood.	You mean noise? How could it be?	-132.12524032592773	-136.02202987670898	-5.7445756663446845	-6.182819539850408	23	22	-46.55050766468048	-45.79504477977753	-3.3250362617628917	-3.2710746271269664	14	14	-263.3405462503433	-266.4818729162216	-5.163540122555752	-5.329637458324433	51	50	True	False
6817	not	We quarreled yesterday, and he picked up and left.__eou__Terrible! Does he want to divorce?	I am not sure.	I am sure.	Don’t lose your reason. Go to find him and talk with him.	-56.651763916015625	-64.71389770507812	-5.6651763916015625	-7.190433078342014	10	9	-70.49980020523071	-65.27324867248535	-3.5249900102615355	-3.2636624336242677	20	20	-293.03476917743683	-295.8933616876602	-4.651345542498997	-4.772473575607423	63	62	True	False
6820	not	What did you say when she told you the news?	I calmed up. And finally, I asked her to chew the cud for such an important decision. I could not have the heart to disappoint her with a blunt refusal.	I calmed up. And finally, I asked her to chew the cud for such an important decision. I could have the heart to disappoint her with a blunt refusal.	But I put my foot down and insisted on her forgetting that.	-202.8944435119629	-203.60594177246094	-5.072361087799072	-5.220665173652844	40	39	-58.90122413635254	-58.71676480770111	-3.2722902297973633	-3.2620424893167286	18	18	-336.6521888971329	-337.20567512512207	-4.488695851961771	-4.556833447636785	75	74	True	False
6822	not	Who broke the glass, Peter?__eou__That cat.	I was not born yesterday. It must be either you or Adam.	I was born yesterday. It must be either you or Adam.	It’s me, mum, I am sorry.	-90.55671691894531	-96.24031066894531	-4.766142995733964	-5.346683926052517	19	18	-46.985971093177795	-47.89517652988434	-3.13239807287852	-3.193011768658956	15	15	-276.13591277599335	-282.7287119626999	-5.020652959563515	-5.235716888198146	55	54	True	False
6827	not	In my opinions, someone else has caused the fire of this house.__eou__Who do you think that has the motive?	I’m not sure now. In any case, let’s first make some careful investigations.	I’m sure now. In any case, let’s first make some careful investigations.	OK, murder will out!	-110.94790649414062	-114.68648529052734	-4.823822021484375	-5.213022058660334	23	22	-46.38354754447937	-42.46533441543579	-4.216686140407216	-3.8604849468577993	11	11	-341.3462301492691	-341.0193327665329	-5.019797502195134	-5.089840787560193	68	67	True	False
6829	not	Are you really dating with Frank?	Yeah. But in my heart of hearts, I find he’s not very much to my liking.	Yeah. But in my heart of hearts, I find he’s very much to my liking.	Then why not keep away from him?	-141.55535507202148	-142.01855087280273	-5.662214202880859	-5.917439619700114	25	24	-42.22500038146973	-41.16740024089813	-3.2480769524207482	-3.1667230954537025	13	13	-270.18175649642944	-269.5873521566391	-5.297681499929989	-5.391747043132782	51	50	True	False
6853	not	I can look anybody in the face because I’Ve done nothing to make me feel guilty or something.	There are not so many people like you.	There are so many people like you.	You are flattering me.	-85.4088921546936	-79.06181287765503	-6.100635153906686	-6.0816779136657715	14	13	-23.07156538963318	-27.986143708229065	-2.307156538963318	-2.7986143708229063	10	10	-249.0717236995697	-247.639222741127	-4.883759288226857	-4.95278445482254	51	50	True	False
6857	not	Like a cat on hot bricks, as you might say. I don’t believe you are listening at all.__eou__Sorry, I just worried about him. You know, he should be here an hour ago.__eou__Don’t worry him, he has been grown up and I think he can take himself very well.	But he still does not come back.	But he still does come back.	Maybe he is on the way home now.	-74.7056212425232	-81.3159728050232	-5.746586249424861	-6.776331067085266	13	12	-26.780396103858948	-27.96142876148224	-1.9128854359899248	-1.9972449115344457	14	14	-429.13545513153076	-436.90987157821655	-4.126302453187796	-4.241843413380743	104	103	True	False
6879	not	Have you finished your work?	Not because I’m keeping an eye on the baby.	Because I’m keeping an eye on the baby.	Where is the baby’s mother?	-110.7138786315918	-97.21586608886719	-6.919617414474487	-6.481057739257812	16	15	-25.681695699691772	-26.385266184806824	-2.1401413083076477	-2.1987721820672355	12	12	-201.742671251297	-188.9853996038437	-5.043566781282425	-4.845779477021633	40	39	True	False
6889	not	How can I lose weight, doctor? I seem to get fatter even when I just look at food?__eou__Well, Jim. It is a combination of how much you eat, the type of food you eat, and when you eat your meals.__eou__I never eat breakfast though.	That's a big mistake, you should always have a good breakfast. You will not run your car without fuel, and as well you won't expect your body to work without food.	That's a big mistake, you should always have a good breakfast. You will run your car without fuel, and as well you won't expect your body to work without food.	I never thought about it that way.	-154.65391635894775	-158.14778518676758	-3.6822361037844704	-3.8572630533357946	42	41	-20.181816816329956	-20.30768883228302	-1.5524474474099965	-1.562129910175617	13	13	-491.37727773189545	-494.9908455610275	-3.8691124230857907	-3.9284987742938693	127	126	True	False
6898	not	Judy, what is everybody talking about?__eou__Haven’t you heard? Richard was fired by our manager.__eou__You’re kidding. It can’t be true.	Believe it or not. Everybody is talking about it in the company.	Believe it or. Everybody is talking about it in the company.	Really? I’m surprised.	-78.40578961372375	-91.53981113433838	-3.9202894806861877	-4.817884796544125	20	19	-37.51785337924957	-37.73120176792145	-3.410713943568143	-3.4301092516292226	11	11	-362.05083882808685	-375.31495428085327	-4.582922010482112	-4.811730183087862	79	78	True	False
6902	not	I am so busy today.__eou__Can I help you?	I’m not sure. Perhaps you could do the shopping.	I’m sure. Perhaps you could do the shopping.	I’ll be glad to help.	-105.11021423339844	-108.68907165527344	-6.182953778435202	-6.79306697845459	17	16	-28.468687534332275	-27.026050567626953	-2.372390627861023	-2.2521708806355796	12	12	-246.661759018898	-248.7979794740677	-4.836505078801922	-4.975959589481354	51	50	True	False
6909	not	What do you make of the case?__eou__If you ask me, I don’t think it’s guilty.__eou__What do you mean by saying so?	I mean it’s not his fault.	I mean it’s his fault.	Oh, yeah?	-72.50216734409332	-82.10804808139801	-5.577089795699487	-6.842337340116501	13	12	-25.462403535842896	-23.4287132024765	-2.8291559484269886	-2.6031903558307223	9	9	-305.14752757549286	-312.70921993255615	-4.554440710081983	-4.738018483826608	67	66	True	False
6913	not	You don’t look like enjoying this workout.	I’m not crazy about it at all.	I’m crazy about it at all.	You don’t like this sort of exercise?	-77.16607284545898	-92.77111434936523	-5.5118623461042136	-7.136239565335787	14	13	-39.700732350349426	-35.08690965175629	-2.8357665964535306	-2.506207832268306	14	14	-207.17828142642975	-218.14569652080536	-4.818099568056506	-5.19394515525727	43	42	True	False
6931	not	John got a heart attack last night.__eou__Oh really? Is he all right?	Not so good, though his nephew took him to hospital in time.	So good, though his nephew took him to hospital in time.	Poor old John! I am ever so sorry.	-102.97353839874268	-104.77004814147949	-5.419659915723298	-5.820558230082194	19	18	-75.91582715511322	-80.32869374752045	-5.061055143674214	-5.355246249834696	15	15	-318.2611927986145	-324.434898018837	-5.217396603255976	-5.40724830031395	61	60	True	False
6962	not	Hi! How are you going?__eou__Fine, thank you.How are you doing this morning?	Not bad.How about you? Haven't seen you for a long time.	Bad.how about you? Haven't seen you for a long time.	Yes. I've been to New York. I got back only yesterday.	-95.28219270706177	-99.63665056228638	-4.764109635353089	-4.981832528114319	20	20	-63.135287284851074	-65.2643711566925	-3.156764364242554	-3.2632185578346253	20	20	-312.99635338783264	-319.55209970474243	-4.5361790346062705	-4.631189850793368	69	69	True	False
6965	not	Hi Jane, you look great.__eou__You too. Have you lost some weight?__eou__Yes, I took off 4 kilos. I am glad you notice it.	Not some crazy diet fat I hope.	Some crazy diet fat I hope.	No no, I just changed my eating habits. I eat a balance meal. and I eat less than before.	-103.36506652832031	-99.54156494140625	-7.9511589637169475	-8.295130411783854	13	12	-73.7119380235672	-76.51573479175568	-2.6325692151274	-2.732704813991274	28	28	-415.29034757614136	-414.2889075279236	-4.614337195290459	-4.654931545257568	90	89	True	False
6967	not	Linda, would you care for some candies or cookies?__eou__No, don't try to tempt me. I'm becoming chubby, and I have to slender down.	You are not really chubby. You are actually thin enough.	You are really chubby. You are actually thin enough.	I don't think so. I know I've put on weight this winter.	-98.16912841796875	-96.57443237304688	-5.774654612821691	-6.03590202331543	17	16	-59.137839555740356	-58.766430616378784	-2.816087597892398	-2.7984014579227994	21	21	-366.53101229667664	-364.68145394325256	-4.469890393861911	-4.5022401721389205	82	81	True	False
6968	not	Oh dear, my weight has gone up again.	I am not surprised, you eat too much.	I am surprised, you eat too much.	And I suppose sitting at the desk all day in the office doesn't help.	-80.88575446605682	-90.67726981639862	-5.392383631070455	-6.476947844028473	15	14	-53.804651498794556	-53.61387228965759	-2.56212626184736	-2.5530415376027427	21	21	-217.9305225610733	-227.50570023059845	-4.190971587712948	-4.460896082952911	52	51	True	False
6983	not	What's this, I wonder?	I'm not sure.Let me have a look ... It could be a coffee grinder.	I'm sure.Let me have a look ... It could be a coffee grinder.	A coffee grinder?	-132.06376814842224	-138.849547624588	-5.74190296297488	-6.31134307384491	23	22	-9.467146754264832	-8.898623704910278	-1.0519051949183147	-0.9887359672122531	9	9	-205.78653347492218	-212.0037899017334	-4.573034077220493	-4.818267952312123	45	44	True	False
6989	not	Hello, this is Helen speaking.__eou__Hello, Helen. This is John. How are you?__eou__Fine, thank you. And you?	Fine, thanks. I’ll have a party next Sunday at home. I’m calling to ask whether you can come or not.	Fine, thanks. I’ll have a party next Sunday at home. I’m calling to ask whether you can come or.	Oh, how wonderful. I’ll be glad to.	-135.26206636428833	-151.82828950881958	-4.3632924633641395	-5.060942983627319	31	30	-59.382091999053955	-58.19839525222778	-3.711380749940872	-3.6373997032642365	16	16	-369.75211465358734	-385.1332677602768	-4.108356829484304	-4.327340087194122	90	89	True	False
6991	not	Simon, may I introduce you to Linda? You don’t know each other, do you?	No. I’Ve not had the pleasure of meeting her yet.	No. I’Ve had the pleasure of meeting her yet.	How do you do? I’m pleased to meet you.	-89.759286403656	-97.92786264419556	-4.724172968613474	-5.44043681356642	19	18	-37.6168407201767	-36.30261313915253	-2.212755336480982	-2.1354478317148544	17	17	-225.6090453863144	-232.41613698005676	-3.698508940759252	-3.8736022830009462	61	60	True	False
7008	not	Do you know much about computers?	Not a great deal.	A great deal.	I've just been reading an article about them.they' ll be used for all sorts of things now.	-83.91738605499268	-71.0683183670044	-8.391738605499267	-7.896479818556044	10	9	-91.0681083202362	-85.4384480714798	-3.372892900749489	-3.1643869656103627	27	27	-244.73063015937805	-226.2100340127945	-4.894612603187561	-4.616531306383561	50	49	True	False
7010	not	Hi, Nancy.How are you doing?__eou__Hi, Tom.Want a cup of coffee?	Not right now. I've got to get another car and my old one is blown up.	Right now. I've got to get another car and my old one is blown up.	Oh, hey, did you look in the classified ads?	-116.74354934692383	-122.89956665039062	-4.864314556121826	-5.343459419582201	24	23	-61.573275566101074	-59.98780596256256	-3.6219573862412395	-3.528694468386033	17	17	-353.3961100578308	-357.9449177980423	-5.0485158579690115	-5.187607504319454	70	69	True	False
7011	not	Hello, is that Cathy speaking?__eou__Yes, is that you, Allen?__eou__Yes, how are you doing?	Not bad.	Bad.	Say I've got two tickets for the concert this evening.Would you like to come with me?	-57.28627014160156	-61.12025451660156	-7.160783767700195	-8.73146493094308	8	7	-77.03272664546967	-70.05346739292145	-3.0813090658187865	-2.8021386957168577	25	25	-324.3064297437668	-321.17604744434357	-4.56769619357418	-4.588229249204908	71	70	True	False
7014	not	Hi, Mary, it’s been a long time.__eou__Hello, my old friend. Long time no see. How are you doing?__eou__Well, I’m doing okay. And how about yourself?	Not so well. To be honest with you, I broke up with Tom.	So well. To be honest with you, I broke up with Tom.	Oh. I’m sorry to hear that. What happened?	-107.42016458511353	-116.14247751235962	-5.115245932624454	-5.807123875617981	21	20	-27.435606956481934	-24.021105527877808	-1.6138592327342314	-1.413006207522224	17	17	-356.1624389886856	-361.4695094823837	-3.82970364503963	-3.9290164074172145	93	92	True	False
7016	not	It's raining outside, Catherine, it's too bad.What' s the weather like in your hometown?__eou__It's very hot, the temperature is often over 40C.__eou__Do you like the weather in Seattle?	Not really.But I like it in spring and fall. I don't like it in winter.	Really.but I like it in spring and fall. I don't like it in winter.	Why?	-105.1588134765625	-112.5212345123291	-4.3816172281901045	-4.892227587492569	24	23	-16.66992223262787	-15.660645008087158	-2.381417461803981	-2.2372350011553084	7	7	-392.3784110546112	-398.70705687999725	-4.359760122829013	-4.479854571685363	90	89	True	False
7020	not	It's a lovely day, isn't it?__eou__Yes, the weather sure is nice today.__eou__I love it when the weather is like this.Why don't we sit down outside and have our lunch?	That sounds like a good idea.The sky is clear, the sun is shining and there's a nice cool breeze, so it is not too hot.	That sounds like a good idea.The sky is clear, the sun is shining and there's a nice cool breeze, so it is too hot.	I really miss the change of seasons like we have in Colorado.but I must admit, this sure is a nice spring day.	-126.51660299301147	-131.44621419906616	-3.6147600855146136	-3.866065123501946	35	34	-95.50482177734375	-92.48217797279358	-3.183494059244792	-3.082739265759786	30	30	-461.2682441473007	-463.1430460214615	-3.7808872471090225	-3.8276284795162105	122	121	True	False
7028	not	What's the problem? You don't look happy.__eou__I failed my oral test.__eou__How come?	I'm not practicing enough.	I'm practicing enough.	Why don't you go to the English corner to talk to your classmates in English quite often?	-61.820319175720215	-73.75965023040771	-5.620029015974565	-7.375965023040772	11	10	-69.63907384872437	-68.39188015460968	-2.901628077030182	-2.8496616731087365	24	24	-315.67930793762207	-326.3422704935074	-4.446187435741156	-4.662032435621534	71	70	True	False
7033	not	Miss Wang, would you mind my asking you a personal question?	No, not at all.Go ahead.	No, at all.Go ahead.	Are you married?	-79.1604516506195	-86.68628358840942	-6.089265511586116	-7.223856965700786	13	12	-15.79327654838562	-15.019192695617676	-1.75480850537618	-1.668799188401964	9	9	-186.28664827346802	-192.95567798614502	-4.543576787157757	-4.823891949653626	41	40	True	False
7037	not	John, if you don't mind, I'd like to ask you a personal question.__eou__I don't mind at all.__eou__All right.Are you married?	To tell you the truth, I'm not married. I'm still single.	To tell you the truth, I'm married. I'm still single.	Then, when do you plan to get married?	-78.22810459136963	-93.17357730865479	-3.725147837684268	-4.658678865432739	21	20	-21.43004584312439	-26.506990671157837	-1.4286697228749594	-1.7671327114105224	15	15	-274.99900782108307	-294.83332788944244	-3.313241058085338	-3.5955283888956395	83	82	True	False
7040	not	What do you think of smoking?	It’s harmful not only for yourself but for others.	It’s harmful only for yourself but for others.	What in your opinion can be done to stop smoking?	-100.66333472728729	-108.32886207103729	-6.291458420455456	-7.221924138069153	16	15	-38.18843626976013	-38.30233573913574	-2.3867772668600082	-2.393895983695984	16	16	-202.00290739536285	-209.8028725385666	-4.48895349767473	-4.768247103149241	45	44	True	False
7041	not	What do you plan to do on Sunday morning?__eou__Nothing special.__eou__How about going to English corner with me?	Oh, I'd rather not.	Oh, I'd rather.	Why not?	-52.8326416015625	-64.301513671875	-4.402720133463542	-5.845592151988637	12	11	-13.910438776016235	-8.853976607322693	-1.7388048470020294	-1.1067470759153366	8	8	-262.87318098545074	-269.3036267757416	-4.532296223887082	-4.724625031153361	58	57	True	False
7058	not	I really like the book you lent me the other day.__eou__I'm glad you like it.__eou__And thank you very much for letting me keep it so long.	Not at all.	At all.	Everyone in our class enjoyed it too.It' s very interesting.	-62.16489553451538	-69.09293174743652	-6.907210614946154	-8.636616468429565	9	8	-90.84747231006622	-79.14149355888367	-5.047081795003679	-4.396749642160204	18	18	-350.1172226667404	-345.32844400405884	-4.668229635556539	-4.666600594649443	75	74	True	False
7059	not	You shouldn't have told her the truth.What can we do now?__eou__I'm sorry, It's all my fault.	You are always like this. I've told you many times not to tell her.	You are always like this. I've told you many times to tell her.	Sorry, I had no intention.	-100.79075813293457	-110.3924732208252	-4.581398096951571	-5.256784439086914	22	21	-32.36520254611969	-33.995559096336365	-2.697100212176641	-2.8329632580280304	12	12	-298.84116756916046	-310.063938498497	-4.331031414045804	-4.559763801448486	69	68	True	False
7069	not	Look! It’s the start of the Olympic Games.__eou__So what?__eou__You want to watch, don’t you?	Not really. I couldn’t careless about the Olympic Games.	Really. I couldn’t careless about the Olympic Games.	Please yourself.	-74.4830322265625	-78.70719909667969	-4.381354836856618	-4.9191999435424805	17	16	-22.639654636383057	-21.282236456871033	-2.829956829547882	-2.660279557108879	8	8	-296.23409128189087	-299.08067178726196	-4.628657676279545	-4.74731225059146	64	63	True	False
7093	not	Hey Claire, you've been really quiet these last few days. Is something wrong?__eou__I've been really stressed. It's the end of the year and I've got so much stuff to do! I feel like I'm drowning in work.	Well, stress is a real thing. It's not an imaginary condition.	Well, stress is a real thing. It's an imaginary condition.	It's seriously affecting my life! I can't sleep, I don't have much of an appetite and my husband says I've been kind of short tempered. Other people seem to handle stress okay ... why am I so weak?	-85.62411499023438	-90.62603759765625	-4.281205749511718	-4.7697914525082235	20	19	-140.9351063966751	-143.23968875408173	-2.7634334587583353	-2.8086213481192495	51	51	-423.75518345832825	-431.057354927063	-3.234772392811666	-3.3158258071312536	131	130	True	False
7113	not	You are married to a foreigner, huh? So what’s it like?	Well, the first year of our marriage, we had great difficulty getting along. The things that are important to me are not important to him. We had a lot of conflicts.	Well, the first year of our marriage, we had great difficulty getting along. The things that are important to me are important to him. We had a lot of conflicts.	Yeah, I know what you mean. The first year of any marriage is difficult for all couples, not to mention two people from different cultures.	-161.80979204177856	-165.90274667739868	-3.946580293701916	-4.147568666934967	41	40	-89.10704040527344	-85.45242774486542	-2.6207953060374543	-2.5133066983783947	34	34	-352.24863028526306	-352.7299429178238	-3.631429178198588	-3.674270238727331	97	96	True	False
7130	not	Hi, Mary, it’s been a long time__eou__Hello, my old friend. Long time no see. How are you doing?__eou__Well, I’m doing okay. And how about yourself?	Not so well. To be honest with you, I broke up with Tom.	So well. To be honest with you, I broke up with Tom.	Oh. I’m sorry to hear that. What happened?	-108.66451907157898	-114.06199359893799	-5.174500908170428	-5.7030996799469	21	20	-28.071764826774597	-24.689968466758728	-1.6512802839279175	-1.4523510862799252	17	17	-360.86086428165436	-362.81467378139496	-3.922400698713634	-3.9869744371581866	92	91	True	False
7147	not	Did you like the party?	Not particularly. I was rather disappointed.	Particularly. I was rather disappointed.	Why? What had you expected?	-88.8802490234375	-107.44415283203125	-6.836942232572115	-8.264934833233173	13	13	-32.09704828262329	-30.664867520332336	-2.674754023551941	-2.555405626694361	12	12	-188.72714042663574	-205.84583246707916	-5.100733525044209	-5.563400877488626	37	37	True	False
7157	not	Vince, I think one of your programmers is spying on us for WebTracker.__eou__Pardon?	I won't say who, because I'm not sure yet. But I'll know soon.	I won't say who, because I'm sure yet. But I'll know soon.	Zina, I hope you're not scheming to make Elvin look bad.	-78.41053450107574	-96.62759077548981	-3.267105604211489	-4.201199598934339	24	23	-80.37246346473694	-80.25042724609375	-3.653293793851679	-3.6477466930042612	22	22	-328.5259357690811	-346.59318482875824	-4.2665705944036505	-4.560436642483661	77	76	True	False
7158	not	How do you get paid? If you don't mind my asking.	Not cash. But if our launch goes well, my stock options will pay off, big time.	Cash. But if our launch goes well, my stock options will pay off, big time.	And in the meantime, how do you pay the rent?	-165.15361547470093	-152.48604345321655	-6.606144618988037	-6.353585143884023	25	24	-46.4872270822525	-44.84065759181976	-2.734542769544265	-2.63768574069528	17	17	-296.75596356391907	-282.3621963262558	-4.786386509095469	-4.62888846436485	62	61	True	False
7159	not	Whoa. Now I'm awake! Zina has a secret admirer.	I really do not have time to deal with some lovesick computer geek.	I really do have time to deal with some lovesick computer geek.	I know what you mean. I can't stand computer geeks.	-113.8897066116333	-123.88024568557739	-5.694485330581665	-6.520012930819862	20	19	-53.5133490562439	-53.36927664279938	-2.816492055591784	-2.808909296989441	19	19	-299.0201815366745	-308.9702981710434	-4.901970189125811	-5.14950496951739	61	60	True	False
7186	not	Does he know that he has already at his wits' end?__eou__I think he has realized that. But he is still whistling in the dark by putting up an act.	He might be driven up a wall. You should not handle your relation with him with kid gloves.	He might be driven up a wall. You should handle your relation with him with kid gloves.	But when I noticed that he was left in the cold, I could not help wanting to help him to get out of the situation.	-140.7688331604004	-132.94561004638672	-5.6307533264160154	-5.539400418599446	25	24	-81.74071371555328	-84.42681729793549	-2.55439730361104	-2.638338040560484	32	32	-422.1892640590668	-417.06295919418335	-4.020850133895874	-4.0102207614825325	105	104	True	False
7199	not	It's a lovely day, isn't it?__eou__Yes, the weather sure is nice today.__eou__I love it when the weather is like this.Why don't we sit down outside and have our lunch?	That sounds like a good idea.The sky is clear, the sun is shining and there's a nice cool breeze, so it is not too hot.	That sounds like a good idea.The sky is clear, the sun is shining and there's a nice cool breeze, so it is too hot.	I really miss the change of seasons like we have in Colorado; but I must admit, this sure is a nice spring day.	-126.51660299301147	-131.44621419906616	-3.6147600855146136	-3.866065123501946	35	34	-94.96405029296875	-91.72430443763733	-3.063356461063508	-2.9588485302463656	31	31	-460.7944190502167	-462.38517248630524	-3.7462960898391597	-3.7900423974287314	123	122	True	False
7202	not	John, if you don't mind, I'd like to ask you a personal question.__eou__I don't mind at all.__eou__All right. Are you married?	To tell you the truth, I'm not married. I'm still single.	To tell you the truth, I'm married. I'm still single.	Then, when do you plan to get married?	-80.20369148254395	-94.4481143951416	-3.819223403930664	-4.72240571975708	21	20	-22.296214938163757	-26.654357433319092	-1.486414329210917	-1.7769571622212728	15	15	-266.69713950157166	-285.2722467184067	-3.1749659464472817	-3.437015020703695	84	83	True	False
7204	not	What do you think of smoking?	It’s harmful not only for yourself but for others.	It’s harmful only for yourself but for others.	What in your opinion can be done to stop smoking?	-100.66333472728729	-108.32886207103729	-6.291458420455456	-7.221924138069153	16	15	-38.18843626976013	-38.30233573913574	-2.3867772668600082	-2.393895983695984	16	16	-202.00290739536285	-209.8028725385666	-4.48895349767473	-4.768247103149241	45	44	True	False
7210	not	Miss Wang, would you mind my asking you a personal question?	No, not at all. Go ahead.	No, at all. Go ahead.	Are you married?	-62.17739939689636	-72.51276683807373	-4.441242814064026	-5.577905141390287	14	13	-17.99889898300171	-17.272019147872925	-1.9998776647779677	-1.9191132386525471	9	9	-171.4729460477829	-181.1025035381317	-4.082689191613879	-4.417134232637359	42	41	True	False
7211	not	Does she make any sense to you?__eou__No. It's all Greek to me.	She's speaking French, not Greek.	She's speaking French, Greek.	I know that. I mean I couldn't understand her at all.	-80.03489685058594	-99.45181274414062	-6.156530526968149	-8.287651062011719	13	12	-43.34480023384094	-49.03159439563751	-2.281305275465313	-2.580610231349343	19	19	-264.59248292446136	-289.6710159778595	-4.40987471540769	-4.909678236912873	60	59	True	False
7214	not	Can you speak Japanese?	Yes, I can, but not very well.	Yes, I can, but very well.	Where did you learn it?	-66.51858520507812	-73.29165649414062	-4.434572347005209	-5.235118321010044	15	14	-24.14141035079956	-22.86700177192688	-2.1946736682545054	-2.078818342902444	11	11	-150.3864622116089	-155.8361747264862	-4.064498978692132	-4.328782631291284	37	36	True	False
7218	not	It's raining outside, Catherine, it's too bad.What' s the weather like in your hometown?__eou__It's very hot, the temperature is often over 40C.__eou__Do you like the weather in Seattle?	Not really.But I like it in spring and fall. I don't like it in winter.	Really.but I like it in spring and fall. I don't like it in winter.	Why?	-105.1588134765625	-112.5212345123291	-4.3816172281901045	-4.892227587492569	24	23	-16.66992223262787	-15.660645008087158	-2.381417461803981	-2.2372350011553084	7	7	-392.3784110546112	-398.70705687999725	-4.359760122829013	-4.479854571685363	90	89	True	False
