source_dataset	dataset_role	source_row_index	id	word	subset	context	w_word	wo_word	followup_metadata_only	with_without_diff	generated_from	generated_from_text	sampling_strategy	prompt_mode	top_p	temperature	base_seed	condition_seed	samples_requested	unique_samples_obtained	max_sample_draws	sample_draw	unique_rank	response	normalized_response	raw_generation	log_prob_given_P	log_prob_given_P_prime	log_prob_given_P_per_token	log_prob_given_P_prime_per_token	token_count_given_P	token_count_given_P_prime	own_log_prob	other_log_prob	own_log_prob_per_token	other_log_prob_per_token	own_context_log_prob_advantage	own_context_log_prob_advantage_per_token	own_context_win	include_context	own_context_win_per_token	candidate_weight_unnormalized	candidate_weight	candidate_weight_basis
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	5	5	300 pounds a month? That’s not very much. The price of housing in Sydney is rising rapidly.	300 pounds a month? that’s not very much. the price of housing in sydney is rising rapidly.	300 pounds a month? That’s not very much. The price of housing in Sydney is rising rapidly.\nSpeaker 2: What price do you think I should look for?\nSpeaker 1: I have an idea. It is worth looking at ads for housing in South of Sydney.\nSpeaker 	-30.8577299118042	-30.16231918334961	-1.3416404309480086	-1.3114051818847656	23	23	-30.16231918334961	-30.8577299118042	-1.3114051818847656	-1.3416404309480086	0.6954107284545898	0.0302352490632429	True	True	True	0.34831140937906147	0.015105319477008857	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	6	6	300 pounds a month? You want to rent a house for 300 pounds a month?	300 pounds a month? you want to rent a house for 300 pounds a month?	300 pounds a month? You want to rent a house for 300 pounds a month?\nSpeaker 2: Yes, that’s my budget. I’m just looking for a room in a house, not the whole house.\nSpeaker 1: No, I thought you meant to rent a	-14.520474433898926	-14.01513671875	-0.6600215651772239	-0.6370516690340909	22	22	-14.01513671875	-14.520474433898926	-0.6370516690340909	-0.6600215651772239	0.5053377151489258	0.0229698961431329	True	True	True	0.6836529781663468	0.02964817220607537	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	8	7	300 pounds? Do you have a minimum monthly rent in mind?	300 pounds? do you have a minimum monthly rent in mind?	300 pounds? Do you have a minimum monthly rent in mind?\nSpeaker 2: I can’t afford anything less than 250 pounds.\nSpeaker 1: That’s only 50 pounds difference. Are you looking for a flat or a house?\nSpeaker 2: I would	-21.406203269958496	-20.32915210723877	-1.427080217997233	-1.3552768071492514	15	15	-20.32915210723877	-21.406203269958496	-1.3552768071492514	-1.427080217997233	1.0770511627197266	0.0718034108479817	True	True	True	0.33336077399271213	0.014456951040563788	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	9	8	300 pounds a month? Not much. You’re lucky the houses aren’t more expensive.	300 pounds a month? not much. you’re lucky the houses aren’t more expensive.	300 pounds a month? Not much. You’re lucky the houses aren’t more expensive.\nSpeaker 2: Yeah. But, that’s still a lot. We need to find a place that’s not too expensive.\nSpeaker 1: Yeah. Have you looked at any houses?\nSpeaker 	-28.58643245697021	-27.876449584960938	-1.4293216228485108	-1.393822479248047	20	20	-27.876449584960938	-28.58643245697021	-1.393822479248047	-1.4293216228485108	0.7099828720092773	0.0354991436004639	True	True	True	0.32075565593384164	0.01391030131793745	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	10	9	300 pounds for a one-bedroom apartment, you mean?	300 pounds for a one-bedroom apartment, you mean?	300 pounds for a one-bedroom apartment, you mean?\nSpeaker 2: Yes. My girlfriend says it’s too much.\nSpeaker 1: Oh, she’s right. You can rent one-bedroom for much less than that.\nSpeaker 2: Yeah. And I don’t want to rent	-18.09956932067871	-17.618565559387207	-1.3922745631291316	-1.355274273799016	13	13	-17.618565559387207	-18.09956932067871	-1.355274273799016	-1.3922745631291316	0.4810037612915039	0.0370002893301155	True	True	True	0.33336161851337714	0.014456987665130502	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	11	10	300? Are you sure?	300? are you sure?	300? Are you sure?\nSpeaker 2: Yes, it’s a lot. I need a large apartment and it’s hard to find a cheap one.\nSpeaker 1: Don’t worry. You should look online. Some apartment-hunting websites offer real estate information and have photos to help you	-6.836627006530762	-6.767034530639648	-0.8545783758163452	-0.845879316329956	8	8	-6.767034530639648	-6.836627006530762	-0.845879316329956	-0.8545783758163452	0.0695924758911132	0.0086990594863891	True	True	True	0.5548083838028839	0.024060532213990977	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	13	11	300 pounds a month?	300 pounds a month?	300 pounds a month?\nSpeaker 2: Yeah.\nSpeaker 1: Isn’t that a little low for a one-bedroom place in this part of the city?\nSpeaker 2: Yeah, it is, but I can’t afford more than that.\nSpeaker 1: If you can	-1.8077173233032229	-1.7972278594970703	-0.2582453319004604	-0.25674683707101	7	7	-1.7972278594970703	-1.8077173233032229	-0.25674683707101	-0.2582453319004604	0.0104894638061523	0.0014984948294503	True	True	True	1.0	0.043367283041165015	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	14	12	300? That’s a good budget.	300? that’s a good budget.	300? That’s a good budget.\nSpeaker 2: I wish it was more. The place I saw yesterday was about 100 pounds short of what I wanted to spend.\nSpeaker 1: Maybe you should just spend less and take the extra money and have it saved for other things	-13.83371639251709	-12.599790573120115	-1.383371639251709	-1.2599790573120118	10	10	-12.599790573120115	-13.83371639251709	-1.2599790573120118	-1.383371639251709	1.2339258193969729	0.1233925819396972	True	True	True	0.36669229339051823	0.015902448476480528	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	15	13	300 pounds? That’s too much to be honest!	300 pounds? that’s too much to be honest!	300 pounds? That’s too much to be honest!\nSpeaker 2: 300 pounds? Oh my god! You’re not serious. I’m not that rich.\nSpeaker 1: If you can’t afford it, I can.\nSpeaker 2: What are you talking about	-16.681142807006836	-16.096531867980957	-1.2831648313082182	-1.2381947590754585	13	13	-16.096531867980957	-16.681142807006836	-1.2381947590754585	-1.2831648313082182	0.5846109390258789	0.0449700722327599	True	True	True	0.37476807087880465	0.016252673004592513	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	16	14	300 pounds? Why don’t you increase your budget a little bit?	300 pounds? why don’t you increase your budget a little bit?	300 pounds? Why don’t you increase your budget a little bit?\nSpeaker 2: I’ve got student loan debt I have to pay off, so I can’t spend much.\nSpeaker 1: But you only want to spend 300 pounds a month on rent? Are you sure	-14.120169639587402	-14.118982315063477	-0.8825106024742126	-0.8824363946914673	16	16	-14.118982315063477	-14.120169639587402	-0.8824363946914673	-0.8825106024742126	0.0011873245239257	7.420778274536133e-05	True	True	True	0.5348924621484243	0.023196832802576364	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	17	15	300? That’s not much.	300? that’s not much.	300? That’s not much.\nSpeaker 2: I know, but it’s all I can afford right now. I’m a graduate student with limited income.\nSpeaker 1: What kind of room are you looking for?\nSpeaker 2: A small studio apartment. I don’t want	-5.82834529876709	-5.763608932495117	-0.6475939220852323	-0.6404009924994575	9	9	-5.763608932495117	-5.82834529876709	-0.6404009924994575	-0.6475939220852323	0.0647363662719726	0.0071929295857747	True	True	True	0.6813670335253905	0.02954903699781458	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	18	16	300 pounds? That’s a pretty low budget. What kind of places are you looking for?	300 pounds? that’s a pretty low budget. what kind of places are you looking for?	300 pounds? That’s a pretty low budget. What kind of places are you looking for?\nSpeaker 2: I’m interested in a nice two bedroom with a decent yard.\nSpeaker 1: That sounds good. Let’s check out some listings that may fit what you’re looking for.\n	-19.258213996887207	-19.90555191040039	-0.9170578093755812	-0.9478834243047805	21	21	-19.90555191040039	-19.258213996887207	-0.9478834243047805	-0.9170578093755812	-0.6473379135131836	-0.0308256149291992	False	True	False	0.501006307962125	0.02172728236280256	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	19	17	300 pounds! That’s a lot.	300 pounds! that’s a lot.	300 pounds! That’s a lot.\nSpeaker 2: Yeah, I know, but there’s no other way.\nSpeaker 1: I think you’re going to have to lower your budget.\nSpeaker 2: Why?\nSpeaker 1: Well, anything within your price range is	-8.05026912689209	-7.558774948120117	-0.805026912689209	-0.7558774948120117	10	10	-7.558774948120117	-8.05026912689209	-0.7558774948120117	-0.805026912689209	0.4914941787719726	0.0491494178771972	True	True	True	0.6070581717075119	0.026326463554891818	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	20	18	300 pounds a month? That’s very reasonable. So, what kind of place are you looking for?	300 pounds a month? that’s very reasonable. so, what kind of place are you looking for?	300 pounds a month? That’s very reasonable. So, what kind of place are you looking for?\nSpeaker 2: I need a two-bedroom apartment near a university.\nSpeaker 1: And what’s your starting salary?\nSpeaker 2: I earn 50 pounds per hour.	-19.332709312438965	-18.527767181396484	-0.8405525788016941	-0.8055550948433254	23	23	-18.527767181396484	-19.332709312438965	-0.8055550948433254	-0.8405525788016941	0.8049421310424805	0.0349974839583686	True	True	True	0.5776377957019256	0.02505058178148006	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	21	19	300? That’s not going to be enough in most areas.	300? that’s not going to be enough in most areas.	300? That’s not going to be enough in most areas.\nSpeaker 2: I know. So I’m having to compromise.\nSpeaker 1: Why don’t you consider moving to a smaller place?\nSpeaker 2: A smaller place? That won’t suit me at all. I	-16.610228538513184	-16.89964199066162	-1.1073485692342122	-1.1266427993774415	15	15	-16.89964199066162	-16.610228538513184	-1.1266427993774415	-1.1073485692342122	-0.2894134521484375	-0.0192942301432292	False	True	False	0.41899513826795093	0.0181706807541383	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	22	20	300 pounds a month? I thought you said you were a teacher. That’s not a lot of money.	300 pounds a month? i thought you said you were a teacher. that’s not a lot of money.	300 pounds a month? I thought you said you were a teacher. That’s not a lot of money.\nSpeaker 2: I know. That’s why I can’t afford a very big place. I’d like to live somewhere nice.\nSpeaker 1: You’ve had time to search.	-23.7974271774292	-22.76510238647461	-0.9915594657262168	-0.9485459327697754	24	24	-22.76510238647461	-23.7974271774292	-0.9485459327697754	-0.9915594657262168	1.0323247909545898	0.0430135329564412	True	True	True	0.5006744969680169	0.021712892621504904	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	23	21	300 pounds a month is very tight. You will have to consider living with roommates to afford such a house.	300 pounds a month is very tight. you will have to consider living with roommates to afford such a house.	300 pounds a month is very tight. You will have to consider living with roommates to afford such a house.\nSpeaker 2: That’s a good idea. I never considered that.\nSpeaker 1: Look on the web and you’ll find many people looking to share a house.\nSpeaker	-36.75041484832764	-38.00298690795898	-1.4700165939331056	-1.5201194763183594	25	25	-38.00298690795898	-36.75041484832764	-1.5201194763183594	-1.4700165939331056	-1.2525720596313477	-0.0501028823852538	False	True	False	0.2826989752243206	0.012259886474000406	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	25	22	300 pounds is a good price. That should get you a nice apartment in the city center.	300 pounds is a good price. that should get you a nice apartment in the city center.	300 pounds is a good price. That should get you a nice apartment in the city center.\nSpeaker 2: What do you suggest I look for?\nSpeaker 1: Maybe something small with one or two rooms. You’ll probably want to be near public transport, like the bus or subway.	-22.64681911468506	-21.421586990356445	-1.0784199578421456	-1.0200755709693543	21	21	-21.421586990356445	-22.64681911468506	-1.0200755709693543	-1.0784199578421456	1.2252321243286133	0.058344386872791	True	True	True	0.46611227803045735	0.020214023090309046	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	26	23	300? That’s a lot!	300? that’s a lot!	300? That’s a lot!\nSpeaker 2: Well, for what I want, it is. I’m looking for a nice flat near the city centre.\nSpeaker 1: Oh, I see. You can’t find anything like that for 300 pounds a month.\nSpeaker	-8.23898983001709	-7.565366744995117	-0.9154433144463432	-0.8405963049994575	9	9	-7.565366744995117	-8.23898983001709	-0.8405963049994575	-0.9154433144463432	0.6736230850219727	0.0748470094468858	True	True	True	0.5577471988421034	0.024187980637602444	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	27	24	300 pounds? Have you thought about lowering your expectations a little?	300 pounds? have you thought about lowering your expectations a little?	300 pounds? Have you thought about lowering your expectations a little?\nSpeaker 2: I know, but you know that is how much my mother earns each month.\nSpeaker 1: You don’t need a million dollars to rent an apartment, do you?\nSpeaker 2: I know that	-18.476263999938965	-18.72479724884033	-1.2317509333292642	-1.2483198165893554	15	15	-18.72479724884033	-18.476263999938965	-1.2483198165893554	-1.2317509333292642	-0.2485332489013672	-0.0165688832600912	False	True	False	0.3709926679461607	0.016088944037018098	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	28	25	300 pounds is not much.	300 pounds is not much.	300 pounds is not much.\nSpeaker 2: No, I know. But it’s all I can afford.\nSpeaker 1: Are you moving to a new house for any specific reasons?\nSpeaker 2: No, I just want to get out of my rented house because it’s too	-6.83347225189209	-7.148008346557617	-0.8541840314865112	-0.8935010433197021	8	8	-7.148008346557617	-6.83347225189209	-0.8935010433197021	-0.8541840314865112	-0.3145360946655273	-0.0393170118331909	False	True	False	0.529006687065217	0.022941582728626272	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	29	26	300 pounds a month! What do you plan to live in a studio?	300 pounds a month! what do you plan to live in a studio?	300 pounds a month! What do you plan to live in a studio?\nSpeaker 2: What are your options for living space in Manchester?\nSpeaker 1: You have to be prepared to spend more if you want a decent place. A studio apartment here will set you back 700	-25.3258695602417	-26.26670455932617	-1.489757032955394	-1.5451002681956572	17	17	-26.26670455932617	-25.3258695602417	-1.5451002681956572	-1.489757032955394	-0.9408349990844728	-0.0553432352402631	False	True	False	0.27572440875394305	0.011957418475790125	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	30	27	300 pounds? I think you can afford more than that. Why are you limiting yourself to such a low rent?	300 pounds? i think you can afford more than that. why are you limiting yourself to such a low rent?	300 pounds? I think you can afford more than that. Why are you limiting yourself to such a low rent?\nSpeaker 2: Oh, I don’t know. It feels like a small amount, but I can’t afford more than that.\nSpeaker 1: I’d be willing to lend	-25.23747158050537	-25.25345039367676	-1.0094988632202149	-1.0101380157470703	25	25	-25.25345039367676	-25.23747158050537	-1.0101380157470703	-1.0094988632202149	-0.0159788131713867	-0.0006391525268554	False	True	False	0.470767386421982	0.020415902493511596	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	31	28	300? You’re kidding me. Why not 3000?	300? you’re kidding me. why not 3000?	300? You’re kidding me. Why not 3000?\n\n啥意思\n\n这段对话是两个人在讨论**租房**（house hunting）的事。\n\n以下是详细的逐句翻译和解析：\n\n**中文翻译**：\n\n*   **Speaker 1**: 你找房子找的	-25.71817684173584	-24.0961856842041	-1.512833931866814	-1.4174226873061235	17	17	-24.0961856842041	-25.71817684173584	-1.4174226873061235	-1.512833931866814	1.6219911575317385	0.0954112445606905	True	True	True	0.3132743827535206	0.013585858826418192	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	32	29	300 pounds? That's not much. The average rent in Brighton is around 600 pounds.	300 pounds? that's not much. the average rent in brighton is around 600 pounds.	300 pounds? That's not much. The average rent in Brighton is around 600 pounds.\nSpeaker 2: I know. That's why I have to be careful with my budget. I can't afford to be living in luxury.\nSpeaker 1: If you can't afford a	-27.06926441192627	-27.404829025268555	-1.1769245396489685	-1.191514305446459	23	23	-27.404829025268555	-27.06926441192627	-1.191514305446459	-1.1769245396489685	-0.3355646133422851	-0.0145897657974907	False	True	False	0.3926771647751755	0.017029341748607228	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	33	30	300 pounds a month? In which part of the city?	300 pounds a month? in which part of the city?	300 pounds a month? In which part of the city?\nSpeaker 2: Not too far from the University.\nSpeaker 1: But there’s nothing like that for 300 pounds a month.\nSpeaker 2: Yes, there is. The rent for a one bedroom flat is	-15.765792846679688	-15.362614631652832	-1.1261280604771204	-1.0973296165466309	14	14	-15.362614631652832	-15.765792846679688	-1.0973296165466309	-1.1261280604771204	0.4031782150268554	0.0287984439304895	True	True	True	0.4314590046937127	0.018711204777211582	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	34	31	300 pounds a month? Where do you live?	300 pounds a month? where do you live?	300 pounds a month? Where do you live?\nSpeaker 2: In Australia.\nSpeaker 1: Australia, okay.\nSpeaker 2: So I’ve been looking in the UK, but I can’t find anything.\nSpeaker 1: Well, you’ll have to increase your budget	-8.9364013671875	-8.908177375793457	-0.7447001139322916	-0.7423481146494547	12	12	-8.908177375793457	-8.9364013671875	-0.7423481146494547	-0.7447001139322916	0.0282239913940429	0.0023519992828369	True	True	True	0.6153271031204146	0.026685064643923152	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	35	32	300 pounds? Can you imagine that kind of rent in Central London?	300 pounds? can you imagine that kind of rent in central london?	300 pounds? Can you imagine that kind of rent in Central London?\nSpeaker 2: I would prefer to live out of town, but then I’d have to put more money in my commute.\nSpeaker 1: Oh, it is really hard finding an apartment or a house in London. But	-29.282526969909668	-28.770641326904297	-1.8301579356193545	-1.7981650829315186	16	16	-28.770641326904297	-29.282526969909668	-1.7981650829315186	-1.8301579356193545	0.5118856430053711	0.0319928526878356	True	True	True	0.21407727182077596	0.00928394963973201	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	36	33	300 pounds? That’s not much!	300 pounds? that’s not much!	300 pounds? That’s not much!\nSpeaker 2: Well, it is what it is.\nSpeaker 1: You may not get much for your money, though.\nSpeaker 2: I don’t care as long as it’s in a safe place.\n\nA)What is the	-7.20212459564209	-7.361753463745117	-0.720212459564209	-0.7361753463745118	10	10	-7.361753463745117	-7.20212459564209	-0.7361753463745118	-0.720212459564209	-0.1596288681030273	-0.0159628868103027	False	True	False	0.6191371218247856	0.026850294803467744	own_log_prob_per_token
only	discourse_particle	19	1602	only	h	How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.		P_prime	I can afford about 300 pounds a month.	nucleus	base	0.9	1.0	20260416	701893346	50	50	200	37	34	300 pounds? That’s not enough.	300 pounds? that’s not enough.	300 pounds? That’s not enough.\nSpeaker 2: You mean my rent? Well, I really need to save money. My boyfriend and I are saving for a house down payment.\nSpeaker 1: I know. But 300 pounds a month is not much, even in London	-6.32126522064209	-6.560972213745117	-0.6321265220642089	-0.6560972213745118	10	10	-6.560972213745117	-6.32126522064209	-0.6560972213745118	-0.6321265220642089	-0.2397069931030273	-0.0239706993103028	False	True	False	0.6707556379275682	0.02908884960146205	own_log_prob_per_token
